"date","date_time","FD01_flux","FD02_flux","FD03_flux","FD01_flux_median","FD02_flux_median","FD03_flux_median","soil_CO2_5cm","soil_CO2_15cm","soil_CO2_25cm","soil_temp_5cm","soil_temp_15cm","soil_temp_25cm","ATM_temp"
2016-08-28,2016-08-28 08:00:00,1.16242246,1.633547674,0.793088371,1.147252183,1.720755297,0.687181565,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-28,2016-08-28 09:00:00,1.147252183,1.843058671,0.436562406,1.16242246,1.720755297,0.621697204,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-28,2016-08-28 10:00:00,1.301799378,2.34397075,0.59501839,1.177592737,1.633547674,0.59501839,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-28,2016-08-28 11:00:00,1.177592737,1.095412828,0.621697204,1.177592737,1.35597219,0.554595945,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-28,2016-08-28 12:00:00,1.178540879,1.35597219,0.489111585,1.177592737,1.319812932,0.59501839,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-28,2016-08-28 13:00:00,1.053386095,1.164540822,0.554595945,1.176644594,1.319812932,0.554595945,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-28,2016-08-28 14:00:00,1.176644594,1.319812932,0.71305193,1.176644594,1.35597219,0.554595945,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-28,2016-08-28 15:00:00,0.821091232,1.371924804,0.501238318,1.176644594,1.371924804,0.686373116,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-28,2016-08-28 16:00:00,1.347310208,1.529323929,0.699308299,1.20793329,1.529323929,0.699308299,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-28,2016-08-28 17:00:00,1.20793329,1.877090914,0.686373116,1.20793329,1.719691789,0.699308299,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-28,2016-08-28 18:00:00,1.332139932,1.719691789,0.845637549,1.332139932,1.823915534,0.845637549,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-28,2016-08-28 19:00:00,1.161474318,1.823915534,0.950735906,1.332139932,1.877090914,0.871507914,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-28,2016-08-28 20:00:00,1.332139932,1.878154422,0.871507914,1.332139932,1.843058671,0.871507914,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-28,2016-08-28 21:00:00,1.348258351,2.05150616,0.911930359,1.161474318,1.878154422,0.871507914,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-28,2016-08-28 22:00:00,1.084674791,1.843058671,0.740539192,1.193711156,1.878154422,0.753474375,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-28,2016-08-28 23:00:00,1.069504514,2.41947979,0.739730744,1.084674791,1.843058671,0.740539192,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-29,2016-08-29 00:00:00,1.193711156,1.582499309,0.753474375,1.069504514,1.582499309,0.739730744,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-29,2016-08-29 01:00:00,0.961416292,1.56441968,0.607953573,1.007875265,1.56441968,0.647567569,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-29,2016-08-29 02:00:00,1.007875265,1.234732324,0.647567569,0.961416292,1.234732324,0.647567569,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-29,2016-08-29 03:00:00,0.899787043,1.217716202,0.581274759,0.91495732,1.234732324,0.607953573,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-29,2016-08-29 04:00:00,0.91495732,1.216652694,0.700925196,0.91495732,1.234732324,0.581274759,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-29,2016-08-29 05:00:00,0.837209651,1.304923825,0.528725581,0.91495732,1.304923825,0.528725581,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-29,2016-08-29 06:00:00,1.023993684,1.338956068,0.528725581,1.023993684,1.338956068,0.528725581,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-29,2016-08-29 07:00:00,1.054334238,1.374051819,0.46324122,1.038215819,1.374051819,0.46324122,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-29,2016-08-29 08:00:00,1.132081906,1.374051819,0.449497588,1.054334238,1.374051819,0.46324122,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-29,2016-08-29 09:00:00,1.038215819,1.703739175,0.422818775,1.132081906,1.374051819,0.449497588,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-29,2016-08-29 10:00:00,1.271458824,1.530387436,0.488303136,1.132081906,1.374051819,0.449497588,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-29,2016-08-29 11:00:00,1.286629101,1.095412828,0.449497588,1.069504514,1.372988312,0.475367953,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-29,2016-08-29 12:00:00,1.069504514,1.338956068,0.475367953,1.069504514,1.354908682,0.488303136,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-29,2016-08-29 13:00:00,1.069504514,1.372988312,0.687181565,1.069504514,1.338956068,0.475367953,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-29,2016-08-29 14:00:00,1.006927123,1.354908682,0.528725581,1.069504514,1.338956068,0.528725581,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-29,2016-08-29 15:00:00,0.929179454,1.320876439,0.422818775,1.069504514,1.354908682,0.660502751,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-29,2016-08-29 16:00:00,1.161474318,1.285780688,0.660502751,1.037267676,1.354908682,0.660502751,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-29,2016-08-29 17:00:00,1.115015345,1.529323929,0.752665926,1.115015345,1.529323929,0.752665926,-9999,-9999,-9999,-9999,-9999,-9999,-9999
