"date","date_time","FD23_flux","FD24_flux","FD23_flux_median","FD24_flux_median","soil_CO2_5cm","soil_CO2_15cm","soil_CO2_25cm","soil_temp_5cm","soil_temp_15cm","soil_temp_25cm"
2017-06-24,2017-06-24 12:00:00,0.83848828,0.465440157,0.83848828,0.465440157,754,573.3,550.5,11.22,5.014,2.925
2017-06-24,2017-06-24 13:00:00,0.701934474,0.447538613,0.83848828,0.465440157,670.9,558.5,537.4,15.02,5.478,3.2
2017-06-24,2017-06-24 14:00:00,0.566578509,0.446345176,0.83848828,0.465440157,680.7,570,542.3,10.5,5.152,3.219
2017-06-24,2017-06-24 15:00:00,0.916347906,0.680258691,0.857653726,0.466633593,750.6,568.3,534.1,15.3,5.578,3.456
2017-06-24,2017-06-24 16:00:00,0.89718246,0.466633593,0.89718246,0.563301934,732.7,578,514.5,14.11,6.173,3.587
2017-06-24,2017-06-24 17:00:00,0.857653726,0.563301934,0.916347906,0.621780312,742.5,573.1,524.3,11.89,6.039,3.868
2017-06-24,2017-06-24 18:00:00,0.975042086,0.621780312,0.975042086,0.603878768,796.2,582.9,511.3,11.88,5.897,3.776
2017-06-24,2017-06-24 19:00:00,1.052901712,0.680258691,0.975042086,0.603878768,797.9,584.6,514.6,11.31,5.691,3.622
2017-06-24,2017-06-24 20:00:00,1.189455517,0.603878768,0.975042086,0.621780312,739.3,581.4,514.6,10.45,5.535,3.776
2017-06-24,2017-06-24 21:00:00,0.722297761,0.544206953,0.780991941,0.680258691,684,561.8,514.6,8.86,5.341,3.598
2017-06-24,2017-06-24 22:00:00,0.780991941,0.836598846,0.780991941,0.718448653,755.7,581.4,517.9,9.45,4.968,3.484
2017-06-24,2017-06-24 23:00:00,0.740265367,0.718448653,0.780991941,0.718448653,739.5,575,511.4,7.08,4.722,3.359
2017-06-25,2017-06-25 00:00:00,1.073264998,0.874788808,0.917545746,0.718448653,749.2,599.4,513.1,5.671,4.154,3.083
2017-06-25,2017-06-25 01:00:00,0.917545746,0.66116371,0.995405372,0.66116371,785.3,591.4,524.6,4.756,3.652,2.753
2017-06-25,2017-06-25 02:00:00,0.995405372,0.583590351,0.995405372,0.66116371,851,607.7,516.5,4.388,3.196,2.763
2017-06-25,2017-06-25 03:00:00,1.152322465,0.66116371,0.917545746,0.583590351,852,615.9,536,2.735,2.683,2.51
2017-06-25,2017-06-25 04:00:00,0.722297761,0.389060234,0.819322834,0.583590351,793.5,602.9,526.3,3.947,2.512,2.027
2017-06-25,2017-06-25 05:00:00,0.819322834,0.408155215,0.800157387,0.427250195,782.1,604.5,521.4,3.317,2.348,1.898
2017-06-25,2017-06-25 06:00:00,0.780991941,0.699353672,0.780991941,0.427250195,762.5,607.7,518.1,4.612,2.261,1.845
2017-06-25,2017-06-25 07:00:00,0.800157387,0.427250195,0.780991941,0.48692201,775.6,612.6,534.4,6.175,2.604,1.825
2017-06-25,2017-06-25 08:00:00,0.761826494,0.544206953,0.761826494,0.48692201,880,632.2,524.6,7.253,2.79,1.889
2017-06-25,2017-06-25 09:00:00,0.624074848,0.48692201,0.761826494,0.48692201,904,627.3,529.5,8.97,3.259,2.013
2017-06-25,2017-06-25 10:00:00,0.546215222,0.48692201,0.722297761,0.48692201,891,628.9,536,10.86,3.827,2.132
2017-06-25,2017-06-25 11:00:00,0.798959547,0.428443632,0.722297761,0.48692201,880,632,542.4,12.49,4.702,2.75
2017-06-25,2017-06-25 12:00:00,0.722297761,0.56449537,0.722297761,0.466633593,912,638.5,540.8,13.92,5.255,2.994
2017-06-25,2017-06-25 13:00:00,0.722297761,0.466633593,0.722297761,0.446345176,891,630.2,535.7,15.48,5.866,3.175
2017-06-25,2017-06-25 14:00:00,0.565380669,0.369965253,0.722297761,0.446345176,907,617.1,540.6,14.81,6.151,3.582
2017-06-25,2017-06-25 15:00:00,0.760628654,0.446345176,0.722297761,0.446345176,935,633.4,529.2,16.89,6.463,3.775
2017-06-25,2017-06-25 16:00:00,0.643240295,0.408155215,0.760628654,0.408155215,912,623.7,530.9,15.05,6.841,3.999
2017-06-25,2017-06-25 17:00:00,0.800157387,0.485728574,0.7797941,0.427250195,959,633.5,522.7,15.2,7.002,4.369
2017-06-25,2017-06-25 18:00:00,0.798959547,0.368771817,0.798959547,0.427250195,814,618.8,524.3,13.87,6.807,4.259
2017-06-25,2017-06-25 19:00:00,0.7797941,0.427250195,0.800157387,0.485728574,726.3,599.2,524.3,11.82,7.222,4.538
2017-06-25,2017-06-25 20:00:00,0.819322834,0.582396914,0.798959547,0.582396914,701.8,584.5,530.8,11.21,6.744,4.317
2017-06-25,2017-06-25 21:00:00,0.858851567,0.680258691,0.819322834,0.582396914,714.9,586.2,506.4,10.36,6.195,4.214
2017-06-25,2017-06-25 22:00:00,0.7797941,0.582396914,0.819322834,0.582396914,747.4,586.2,525.9,9.14,5.694,4.039
2017-06-25,2017-06-25 23:00:00,0.819322834,0.816310429,0.819322834,0.582396914,781.8,599.4,531,7.474,5.239,3.756
2017-06-26,2017-06-26 00:00:00,1.092430445,0.56449537,0.780991941,0.56449537,806,617.3,527.8,5.732,4.578,3.577
2017-06-26,2017-06-26 01:00:00,0.780991941,0.56449537,0.780991941,0.56449537,756,602.8,514.9,3.718,3.736,3.113
2017-06-26,2017-06-26 02:00:00,0.644438135,0.350870272,0.644438135,0.545400389,694.1,596.3,527.9,2.621,3.192,2.742
2017-06-26,2017-06-26 03:00:00,0.604909402,0.545400389,0.604909402,0.48692201,702.2,596.3,518.1,1.587,2.505,2.522
2017-06-26,2017-06-26 04:00:00,0.428826863,0.48692201,0.565380669,0.350870272,700.6,593.1,524.6,0.62,1.939,2.095
2017-06-26,2017-06-26 05:00:00,0.565380669,0.292391894,0.565380669,0.350870272,702.2,591.4,514.9,1,1.711,1.884
2017-06-26,2017-06-26 06:00:00,0.44919015,0.272103476,0.487521043,0.310293438,733.2,596.3,532.8,1.884,1.416,1.486
2017-06-26,2017-06-26 07:00:00,0.604909402,0.350870272,0.565380669,0.310293438,728.2,602.7,531.1,3.722,1.489,1.61
2017-06-26,2017-06-26 08:00:00,0.487521043,0.310293438,0.566578509,0.350870272,680.7,584.6,522.7,7.095,1.92,1.556
2017-06-26,2017-06-26 09:00:00,0.566578509,0.544206953,0.566578509,0.389060234,643.2,586.2,517.8,9.42,2.865,1.912
2017-06-26,2017-06-26 10:00:00,0.662405741,0.446345176,0.546215222,0.446345176,571.5,556.9,508,11.49,3.477,1.971
2017-06-26,2017-06-26 11:00:00,0.506686489,0.389060234,0.566578509,0.485728574,688.7,589.4,511.3,14.73,4.948,2.703
2017-06-26,2017-06-26 12:00:00,0.546215222,0.485728574,0.662405741,0.485728574,804,599.2,516.1,12.15,4.91,3.011
2017-06-26,2017-06-26 13:00:00,0.740265367,0.642068729,0.682769028,0.525111972,827,610.6,512.9,26.85,5.354,3.819
2017-06-26,2017-06-26 14:00:00,0.682769028,0.525111972,0.682769028,0.525111972,982,625.2,517.8,28.49,5.503,3.33
2017-06-26,2017-06-26 15:00:00,0.7797941,0.602685332,0.703132315,0.525111972,806,613.8,517.8,27.07,5.645,3.886
2017-06-26,2017-06-26 16:00:00,0.682769028,0.368771817,0.703132315,0.525111972,652.9,609,509.6,23.11,6.799,4.026
2017-06-26,2017-06-26 17:00:00,0.703132315,0.387866798,0.760628654,0.447538613,578,597.6,509.6,19.52,7.756,4.643
2017-06-26,2017-06-26 18:00:00,0.760628654,0.582396914,0.760628654,0.447538613,595.9,599.2,522.7,16.14,8.72,5.183
2017-06-26,2017-06-26 19:00:00,0.819322834,0.447538613,0.798959547,0.506016991,654.5,604.1,511.3,14.39,9.12,5.428
2017-06-26,2017-06-26 20:00:00,0.819322834,0.525111972,0.798959547,0.525111972,750.6,631.8,512.9,12.67,8.77,5.334
2017-06-26,2017-06-26 21:00:00,0.798959547,0.506016991,0.819322834,0.506016991,892,636.6,525.9,11.91,7.833,5.204
2017-06-26,2017-06-26 22:00:00,0.760628654,0.525111972,0.819322834,0.506016991,925,657.8,509.6,10.73,7.343,5.073
2017-06-26,2017-06-26 23:00:00,0.819322834,0.466633593,0.819322834,0.506016991,931,649.7,524.3,7.519,6.334,4.819
2017-06-27,2017-06-27 00:00:00,0.819322834,0.389060234,0.819322834,0.466633593,835,653,526,6.527,5.702,4.616
2017-06-27,2017-06-27 01:00:00,0.995405372,0.583590351,0.819322834,0.466633593,796.6,661.4,526.2,4.37,4.801,4.163
2017-06-27,2017-06-27 02:00:00,0.83968612,0.292391894,0.819322834,0.504823555,787,653.4,534.4,3.577,3.87,3.577
2017-06-27,2017-06-27 03:00:00,0.428826863,0.504823555,0.487521043,0.583590351,739.7,669.7,529.5,3.52,3.433,3.191
2017-06-27,2017-06-27 04:00:00,0.331801791,0.583590351,0.487521043,0.583590351,738.1,672.9,536,4.374,3.217,2.957
2017-06-27,2017-06-27 05:00:00,0.487521043,0.583590351,0.44799231,0.583590351,738.1,658.2,534.4,5.214,3.039,2.71
2017-06-27,2017-06-27 06:00:00,0.585743956,0.640875293,0.487521043,0.583590351,754.4,653.4,539.3,6.474,2.991,2.697
2017-06-27,2017-06-27 07:00:00,0.44799231,0.408155215,0.585743956,0.525111972,741.3,655,542.6,7.74,3.402,2.693
2017-06-27,2017-06-27 08:00:00,0.760628654,0.409348651,0.682769028,0.409348651,744.5,667.9,550.6,10.45,4.035,2.981
2017-06-27,2017-06-27 09:00:00,0.682769028,0.525111972,0.701934474,0.409348651,739.2,652.9,540.6,14.11,4.966,3.275
2017-06-27,2017-06-27 10:00:00,0.701934474,0.369965253,0.701934474,0.427250195,839,670.8,524.3,14.27,5.974,3.578
2017-06-27,2017-06-27 11:00:00,0.741463208,0.427250195,0.682769028,0.427250195,886,667.6,537.3,18.12,6.717,4.047
2017-06-27,2017-06-27 12:00:00,0.624074848,0.427250195,0.701934474,0.427250195,979,687.1,524.3,18.7,7.362,4.488
2017-06-27,2017-06-27 13:00:00,0.682769028,0.428443632,0.741463208,0.428443632,993,696.9,535.7,25.34,7.887,5.034
2017-06-27,2017-06-27 14:00:00,0.89718246,0.525111972,0.818124993,0.485728574,1040,700.1,548.7,29.08,8.11,5.171
2017-06-27,2017-06-27 15:00:00,0.818124993,0.504823555,0.818124993,0.504823555,931,674.1,537.3,27.22,7.794,5.457
2017-06-27,2017-06-27 16:00:00,0.89718246,0.485728574,0.818124993,0.525111972,768.5,654.5,534.1,23.5,8.26,5.841
2017-06-27,2017-06-27 17:00:00,0.7797941,0.602685332,0.800157387,0.504823555,680.6,649.7,540.6,20.05,8.94,5.711
2017-06-27,2017-06-27 18:00:00,0.800157387,0.621780312,0.800157387,0.485728574,716.4,656.2,542.2,16.38,9.58,5.924
2017-06-27,2017-06-27 19:00:00,0.663603582,0.466633593,0.800157387,0.602685332,776.6,675.7,525.9,14.28,9.76,6.33
2017-06-27,2017-06-27 20:00:00,0.819322834,0.447538613,0.819322834,0.621780312,869,674.1,527.5,12.62,9.09,6.071
2017-06-27,2017-06-27 21:00:00,0.89718246,0.640875293,0.819322834,0.583590351,920,677.3,532.4,11.87,8.24,5.953
2017-06-27,2017-06-27 22:00:00,0.89718246,0.757832051,0.83848828,0.640875293,946,679,534.1,10.33,7.557,5.598
2017-06-27,2017-06-27 23:00:00,0.682769028,0.583590351,0.83848828,0.640875293,907,680.6,529.2,8.3,6.617,5.189
2017-06-28,2017-06-28 00:00:00,0.83848828,0.699353672,0.682769028,0.583590351,834,662.7,524.3,6.929,5.949,4.899
2017-06-28,2017-06-28 01:00:00,0.546215222,0.525111972,0.682769028,0.525111972,811,669.5,540.8,3.3,5.044,4.354
2017-06-28,2017-06-28 02:00:00,0.663603582,0.330581855,0.663603582,0.447538613,777.2,663.1,539.3,1.801,3.998,3.894
2017-06-28,2017-06-28 03:00:00,0.722297761,0.447538613,0.546215222,0.447538613,728.3,663.1,531.2,2.126,3.372,3.372
2017-06-28,2017-06-28 04:00:00,0.409661417,0.387866798,0.409661417,0.387866798,723.4,658.3,526.3,1.228,2.788,3.047
2017-06-28,2017-06-28 05:00:00,0.252744324,0.447538613,0.409661417,0.408155215,723.6,661.7,518.3,0.96,2.313,2.711
2017-06-28,2017-06-28 06:00:00,0.331801791,0.272103476,0.38929813,0.408155215,717.1,666.5,519.9,4.458,2.471,2.661
2017-06-28,2017-06-28 07:00:00,0.488718883,0.408155215,0.38929813,0.447538613,769,682.7,558.9,6.145,2.764,2.608
2017-06-28,2017-06-28 08:00:00,0.38929813,0.563301934,0.468355596,0.408155215,811,677.6,552.2,8.15,3.473,2.816
2017-06-28,2017-06-28 09:00:00,0.760628654,0.504823555,0.488718883,0.408155215,826,677.3,543.8,10.03,4.124,3.07
2017-06-28,2017-06-28 10:00:00,0.468355596,0.408155215,0.546215222,0.408155215,897,695.3,545.5,12.31,4.378,3.791
2017-06-28,2017-06-28 11:00:00,0.604909402,0.368771817,0.604909402,0.408155215,926,682.2,527.5,16.94,5.857,3.978
2017-06-28,2017-06-28 12:00:00,0.546215222,0.330581855,0.604909402,0.408155215,983,701.8,542.2,15.63,6.67,4.501
2017-06-28,2017-06-28 13:00:00,0.858851567,0.66116371,0.721099921,0.427250195,1086,698.5,543.8,29.03,7.367,4.597
2017-06-28,2017-06-28 14:00:00,0.721099921,0.640875293,0.721099921,0.504823555,1148,719.5,553.5,27.87,7.957,4.932
2017-06-28,2017-06-28 15:00:00,0.740265367,0.427250195,0.721099921,0.504823555,954,699.9,538.8,25.08,8.46,5.468
2017-06-28,2017-06-28 16:00:00,0.662405741,0.504823555,0.721099921,0.504823555,553.4,631.5,535.5,22.85,8.54,5.621
2017-06-28,2017-06-28 17:00:00,0.624074848,0.466633593,0.740265367,0.466633593,478.6,623.5,522.6,20.78,9.47,5.801
2017-06-28,2017-06-28 18:00:00,0.916347906,0.601491895,0.800157387,0.466633593,599,639.7,522.5,17.85,9.61,5.768
2017-06-28,2017-06-28 19:00:00,0.800157387,0.427250195,0.83968612,0.466633593,511.3,643.1,524.3,16.47,9.91,5.827
2017-06-28,2017-06-28 20:00:00,0.876819173,0.446345176,0.83968612,0.525111972,521,643.1,527.5,14.99,9.45,5.966
2017-06-28,2017-06-28 21:00:00,0.83968612,0.622973749,0.83968612,0.525111972,675.7,669.2,525.9,14.54,8.68,5.85
2017-06-28,2017-06-28 22:00:00,0.800157387,0.525111972,0.876819173,0.602685332,776.7,674.1,535.7,11.36,7.959,5.623
2017-06-28,2017-06-28 23:00:00,0.876819173,0.602685332,0.83968612,0.602685332,791.3,679,535.7,9.96,7.251,5.343
2017-06-29,2017-06-29 00:00:00,0.995405372,0.66116371,0.800157387,0.525111972,752.3,682.3,535.7,8.81,6.766,5.115
2017-06-29,2017-06-29 01:00:00,0.703132315,0.525111972,0.83848828,0.525111972,710.1,679.2,563.5,8.63,6.277,4.796
2017-06-29,2017-06-29 02:00:00,0.585743956,0.408155215,0.761826494,0.428443632,628.7,682.5,552.2,8.43,5.961,4.531
2017-06-29,2017-06-29 03:00:00,0.83848828,0.272103476,0.761826494,0.408155215,703.7,687.4,562,5.763,5.316,4.35
2017-06-29,2017-06-29 04:00:00,0.761826494,0.428443632,0.761826494,0.387866798,725.1,685.9,565.4,6.586,4.882,4.105
2017-06-29,2017-06-29 05:00:00,0.857653726,0.387866798,0.761826494,0.387866798,744.6,702.2,570.3,5.994,4.599,3.943
2017-06-29,2017-06-29 06:00:00,0.682769028,0.387866798,0.761826494,0.408155215,734.6,685.7,571.7,9.17,4.983,3.861
2017-06-29,2017-06-29 07:00:00,0.663603582,0.408155215,0.682769028,0.408155215,661.1,677.4,565,8.92,5.021,3.744
2017-06-29,2017-06-29 08:00:00,1.112793732,0.563301934,0.682769028,0.427250195,752.5,693.8,578.2,9.7,5.186,3.823
2017-06-29,2017-06-29 09:00:00,0.546215222,0.621780312,0.721099921,0.544206953,798,698.7,578.2,11.57,5.885,4.283
2017-06-29,2017-06-29 10:00:00,0.721099921,0.427250195,0.740265367,0.563301934,1003,724.6,584.5,12.19,6.225,4.554
2017-06-29,2017-06-29 11:00:00,0.7797941,0.544206953,0.740265367,0.582396914,1058,726.2,576.4,14.5,7.328,4.593
2017-06-29,2017-06-29 12:00:00,0.740265367,0.582396914,0.7797941,0.563301934,1117,735.9,573.1,13.65,6.977,4.965
2017-06-29,2017-06-29 13:00:00,0.798959547,0.621780312,0.798959547,0.582396914,1151,735.9,581.3,21.05,7.491,5.153
2017-06-29,2017-06-29 14:00:00,0.955876639,0.563301934,0.798959547,0.582396914,1215,750.6,579.6,20.33,7.818,5.292
2017-06-29,2017-06-29 15:00:00,0.936711193,0.757832051,0.857653726,0.621780312,1156,740.8,576.4,17.17,8.3,5.643
2017-06-29,2017-06-29 16:00:00,0.741463208,0.330581855,0.857653726,0.563301934,1018,732.7,573.1,21.12,9.1,6.121
2017-06-29,2017-06-29 17:00:00,0.857653726,0.621780312,0.741463208,0.485728574,957,719.7,573.1,21.52,9.82,6.495
2017-06-29,2017-06-29 18:00:00,0.663603582,0.466633593,0.682769028,0.485728574,791.3,705,563.4,17.58,10.6,6.764
2017-06-29,2017-06-29 19:00:00,0.644438135,0.485728574,0.682769028,0.485728574,917,711.5,578,15.63,10.88,6.741
2017-06-29,2017-06-29 20:00:00,0.682769028,0.485728574,0.682769028,0.485728574,951,722.9,578,13.71,9.99,6.598
2017-06-29,2017-06-29 21:00:00,0.83968612,0.485728574,0.83968612,0.485728574,957,721.3,576.4,11.51,8.87,6.311
2017-06-29,2017-06-29 22:00:00,1.111595891,0.952362167,0.83968612,0.523918536,886,716.5,578.1,11.34,8.22,6.143
2017-06-29,2017-06-29 23:00:00,0.916347906,0.719642089,0.83968612,0.583590351,948,742.5,573.2,10.15,7.754,5.985
2017-06-30,2017-06-30 00:00:00,0.780991941,0.523918536,0.801355228,0.583590351,983,742.5,571.6,8.64,7.064,5.74
2017-06-30,2017-06-30 01:00:00,0.604909402,0.583590351,0.780991941,0.523918536,958,737.8,589.6,7.061,6.339,5.514
2017-06-30,2017-06-30 02:00:00,0.801355228,0.389060234,0.644438135,0.506016991,901,744.5,584.9,4.555,5.571,5.037
2017-06-30,2017-06-30 03:00:00,0.644438135,0.349676836,0.643240295,0.485728574,868,720.2,596.3,4.765,4.783,4.558
2017-06-30,2017-06-30 04:00:00,0.643240295,0.506016991,0.643240295,0.389060234,833,734.8,589.8,4.945,4.376,4.186
2017-06-30,2017-06-30 05:00:00,0.585743956,0.485728574,0.606107242,0.427250195,826,728.3,589.8,4.863,4.156,4.001
2017-06-30,2017-06-30 06:00:00,0.527049776,0.389060234,0.606107242,0.485728574,818,723.4,607.7,4.785,3.853,3.801
2017-06-30,2017-06-30 07:00:00,0.606107242,0.427250195,0.606107242,0.427250195,811,726.7,599.6,7.907,4.105,3.673
2017-06-30,2017-06-30 08:00:00,0.995405372,0.485728574,0.936711193,0.408155215,846,741.3,607.7,9.66,4.628,3.678
2017-06-30,2017-06-30 09:00:00,0.936711193,0.330581855,0.936711193,0.427250195,868,742.8,601.1,11.17,5.127,4.075
2017-06-30,2017-06-30 10:00:00,0.936711193,0.408155215,0.936711193,0.485728574,922,742.5,587.8,11.97,5.876,4.101
2017-06-30,2017-06-30 11:00:00,0.50788433,0.525111972,0.83848828,0.506016991,1026,750.6,599.2,15.13,6.303,4.477
2017-06-30,2017-06-30 12:00:00,0.682769028,0.506016991,0.83848828,0.525111972,1281,788.1,609,16.06,7.224,4.644
2017-06-30,2017-06-30 13:00:00,0.83848828,0.525111972,0.83848828,0.525111972,1426,791.3,600.8,24.51,7.85,5.151
2017-06-30,2017-06-30 14:00:00,0.83848828,0.659970274,0.83848828,0.525111972,1488,811,617,26.33,8.55,5.65
2017-06-30,2017-06-30 15:00:00,0.876819173,0.583590351,0.83848828,0.525111972,1091,760.4,594.3,26.22,8.85,6.038
2017-06-30,2017-06-30 16:00:00,0.644438135,0.408155215,0.83729044,0.583590351,830,719.5,586.1,25.01,9.76,6.519
2017-06-30,2017-06-30 17:00:00,0.682769028,0.447538613,0.83729044,0.466633593,721.1,699.9,577.8,21.86,10.48,6.836
2017-06-30,2017-06-30 18:00:00,0.83729044,0.583590351,0.7797941,0.466633593,1016,740.6,581.1,19.85,11.04,7.239
2017-06-30,2017-06-30 19:00:00,0.857653726,0.466633593,0.83729044,0.583590351,1128,747.1,584.4,17.8,11.03,7.403
2017-06-30,2017-06-30 20:00:00,0.7797941,0.640875293,0.857653726,0.583590351,1211,755.4,584.5,14.34,10.5,7.323
2017-06-30,2017-06-30 21:00:00,0.89718246,0.583590351,0.878017013,0.583590351,1128,760.4,576.4,14.56,9.7,7.526
2017-06-30,2017-06-30 22:00:00,0.878017013,0.466633593,0.878017013,0.640875293,1241,768.5,591,12.36,9.09,7.224
2017-06-30,2017-06-30 23:00:00,1.033736265,0.699353672,0.878017013,0.583590351,985,749,582.9,11.82,8.59,6.927
2017-07-01,2017-07-01 00:00:00,0.858851567,0.73873707,0.858851567,0.602685332,763.7,734.4,583,10.55,7.93,6.643
2017-07-01,2017-07-01 01:00:00,0.624074848,0.466633593,0.741463208,0.602685332,915,747.6,609.2,9.58,7.375,6.43
2017-07-01,2017-07-01 02:00:00,0.703132315,0.602685332,0.741463208,0.48692201,728.1,721.5,605.9,7.46,6.773,6.086
2017-07-01,2017-07-01 03:00:00,0.741463208,0.48692201,0.703132315,0.466633593,711.9,738,597.9,6.262,6.09,5.626
2017-07-01,2017-07-01 04:00:00,0.800157387,0.389060234,0.741463208,0.446345176,703.9,723.4,604.5,6.009,5.407,5.304
2017-07-01,2017-07-01 05:00:00,0.606107242,0.389060234,0.800157387,0.446345176,716.9,728.3,611,6.219,5.083,4.928
2017-07-01,2017-07-01 06:00:00,0.819322834,0.446345176,0.819322834,0.446345176,741.3,744.6,599.6,6.864,5.006,4.661
2017-07-01,2017-07-01 07:00:00,0.858851567,0.56449537,0.819322834,0.56449537,785,726.4,597.7,7.912,5.111,4.525
2017-07-01,2017-07-01 08:00:00,0.89718246,0.640875293,0.857653726,0.56449537,783.2,718.1,594.3,9.84,5.07,4.656
2017-07-01,2017-07-01 09:00:00,0.527049776,0.797215448,0.857653726,0.56449537,847,721.3,594.3,10.89,5.636,4.74
2017-07-01,2017-07-01 10:00:00,0.857653726,0.504823555,0.663603582,0.504823555,913,744.1,584.5,12.81,6.063,4.857
2017-07-01,2017-07-01 11:00:00,0.506686489,0.369965253,0.663603582,0.504823555,1128,748.7,589.2,14.88,7.012,5.12
2017-07-01,2017-07-01 12:00:00,0.663603582,0.349676836,0.740265367,0.485728574,1376,799.4,591,17.1,7.53,5.398
2017-07-01,2017-07-01 13:00:00,0.740265367,0.544206953,0.740265367,0.466633593,1539,817,602.4,20.34,8.12,5.766
2017-07-01,2017-07-01 14:00:00,0.819322834,0.485728574,0.740265367,0.485728574,1534,826,602.4,25.83,9.12,6.089
2017-07-01,2017-07-01 15:00:00,0.89718246,0.466633593,0.740265367,0.544206953,1220,783.2,602.4,16.56,8.85,6.143
2017-07-01,2017-07-01 16:00:00,0.506686489,0.873595372,0.663603582,0.485728574,1013,771.8,589.4,12.12,8.35,6.236
2017-07-01,2017-07-01 17:00:00,0.467157756,0.545400389,0.663603582,0.485728574,1075,776.7,599.2,14.16,8.47,6.328
2017-07-01,2017-07-01 18:00:00,0.663603582,0.485728574,0.663603582,0.544206953,1277,827,592.8,13.19,8.61,6.465
2017-07-01,2017-07-01 19:00:00,1.111595891,0.466633593,0.760628654,0.544206953,975,778.3,600.8,10.87,8.09,6.215
2017-07-01,2017-07-01 20:00:00,0.760628654,0.544206953,0.760628654,0.544206953,697.1,741.1,604.2,11.34,7.787,6.053
2017-07-01,2017-07-01 21:00:00,0.858851567,0.700547108,0.800157387,0.544206953,763.9,752.5,607.5,10.71,7.43,5.884
2017-07-01,2017-07-01 22:00:00,0.585743956,0.544206953,0.800157387,0.544206953,824,765.5,607.5,11.86,7.452,5.871
2017-07-01,2017-07-01 23:00:00,0.800157387,0.699353672,0.800157387,0.699353672,870,765.3,600.9,9.64,7.295,5.731
2017-07-02,2017-07-02 00:00:00,0.819322834,0.389060234,0.800157387,0.681452127,948,780,597.6,8.18,6.77,5.584
2017-07-02,2017-07-02 01:00:00,0.741463208,0.972650585,0.819322834,0.681452127,1038,796.5,622.2,7.642,6.182,5.218
2017-07-02,2017-07-02 02:00:00,0.83968612,0.681452127,0.819322834,0.447538613,1090,813,619.1,7.827,5.8,5.025
2017-07-02,2017-07-02 03:00:00,0.955876639,0.409348651,0.83968612,0.447538613,1043,813,637.1,8.45,5.786,4.804
2017-07-02,2017-07-02 04:00:00,0.624074848,0.447538613,0.83968612,0.447538613,1062,815,635.4,7.82,5.604,4.811
2017-07-02,2017-07-02 05:00:00,0.879214854,0.349676836,0.682769028,0.447538613,1020,810,637.1,7.444,5.433,4.71
2017-07-02,2017-07-02 06:00:00,0.487521043,0.73873707,0.624074848,0.447538613,996,802,638.7,7.797,5.357,4.478
2017-07-02,2017-07-02 07:00:00,0.682769028,0.583590351,0.606107242,0.447538613,1013,813,638.7,7.791,5.334,4.386
