"date","date_time","FD04_flux","FD05_flux","FD06_flux","FD04_flux_median","FD05_flux_median","FD06_flux_median","soil_CO2_5cm","soil_CO2_15cm","soil_CO2_25cm","soil_temp_5cm","soil_temp_15cm","soil_temp_25cm","ATM_temp"
2016-08-30,2016-08-30 07:00:00,0.657308196,0.358283707,0.700672665,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-30,2016-08-30 08:00:00,0.877628165,0.624137841,1.065570654,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-30,2016-08-30 09:00:00,0.777814699,0.562200498,0.560195505,0.777814699,0.624137841,0.673262487,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-30,2016-08-30 10:00:00,0.936055561,0.624137841,0.589318818,0.777814699,0.624137841,0.589318818,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-30,2016-08-30 11:00:00,0.776597461,0.889039093,0.673262487,0.776597461,0.591739846,0.589318818,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-30,2016-08-30 12:00:00,0.478374298,0.591739846,0.476251836,0.757121663,0.624137841,0.673262487,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-30,2016-08-30 13:00:00,0.757121663,0.546001501,0.841149825,0.597663563,0.591739846,0.813739648,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-30,2016-08-30 14:00:00,0.597663563,0.639383956,0.813739648,0.597663563,0.591739846,0.841149825,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-30,2016-08-30 15:00:00,0.557494729,0.591739846,0.952503672,0.716952829,0.639383956,0.89597018,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-30,2016-08-30 16:00:00,0.797290497,0.669876187,0.89597018,0.716952829,0.669876187,0.952503672,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-30,2016-08-30 17:00:00,0.716952829,0.733719294,1.092980832,0.797290497,0.733719294,1.092980832,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-30,2016-08-30 18:00:00,0.916579762,0.85759398,1.092980832,0.916579762,0.733719294,1.092980832,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-30,2016-08-30 19:00:00,1.035869027,0.826148867,1.206047814,0.916579762,0.733719294,1.149514323,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-30,2016-08-30 20:00:00,1.055344826,0.483111275,1.149514323,0.916579762,0.670829069,1.206047814,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-30,2016-08-30 21:00:00,0.816766295,0.529802503,1.206047814,0.816766295,0.529802503,1.206047814,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-30,2016-08-30 22:00:00,0.816766295,0.670829069,1.26086817,0.816766295,0.483111275,1.149514323,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-30,2016-08-30 23:00:00,0.538018931,0.483111275,1.065570654,0.776597461,0.483111275,1.092980832,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-31,2016-08-31 00:00:00,0.478374298,0.343037592,1.092980832,0.538018931,0.358283707,1.065570654,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-31,2016-08-31 01:00:00,0.776597461,0.327791477,0.868560003,0.538018931,0.343037592,1.065570654,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-31,2016-08-31 02:00:00,0.518543132,0.358283707,1.010750299,0.518543132,0.343037592,1.010750299,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-31,2016-08-31 03:00:00,0.598880801,0,1.262581306,0.518543132,0.358283707,1.010750299,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-31,2016-08-31 04:00:00,0.457681262,0.374482705,1.010750299,0.457681262,0.358283707,1.010750299,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-31,2016-08-31 05:00:00,0.39803663,0.38972882,1.092980832,0.39803663,0.358283707,1.010750299,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-31,2016-08-31 06:00:00,0.359085033,0.281100249,0.702385801,0.39803663,0.358283707,1.010750299,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-31,2016-08-31 07:00:00,0.298223163,0.358283707,0.757206156,0.39803663,0.343037592,1.009037163,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-31,2016-08-31 08:00:00,0.399253867,0.296346364,1.178637637,0.399253867,0.343037592,0.757206156,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-31,2016-08-31 09:00:00,0.678001232,0.343037592,1.009037163,0.597663563,0.358283707,0.757206156,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-31,2016-08-31 10:00:00,0.916579762,0.529802503,0.616728996,0.597663563,0.529802503,0.644139174,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-31,2016-08-31 11:00:00,0.597663563,0.608891726,0.589318818,0.678001232,0.561247616,0.616728996,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-31,2016-08-31 12:00:00,0.517325895,0.561247616,0.644139174,0.69747703,0.607938844,0.616728996,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-31,2016-08-31 13:00:00,0.716952829,0.607938844,0.560195505,0.69747703,0.607938844,0.644139174,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-31,2016-08-31 14:00:00,0.69747703,0.717520297,0.700672665,0.69747703,0.592692728,0.700672665,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-31,2016-08-31 15:00:00,0.757121663,0.498357391,0.954216808,0.69747703,0.592692728,0.954216808,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-31,2016-08-31 16:00:00,0.69747703,0.592692728,1.038160477,0.69747703,0.592692728,1.038160477,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-31,2016-08-31 17:00:00,0.578187765,0.562200498,1.317401661,0.757121663,0.592692728,1.065570654,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-31,2016-08-31 18:00:00,0.897103964,0.763258642,1.065570654,0.69747703,0.624137841,1.120391009,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-31,2016-08-31 19:00:00,1.074820624,0.716567414,1.120391009,0.657308196,0.654630071,1.120391009,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-31,2016-08-31 20:00:00,-9999,0.624137841,1.430468644,-9999,0.654630071,1.065570654,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-31,2016-08-31 21:00:00,-9999,0.654630071,1.065570654,-9999,0.624137841,1.065570654,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-31,2016-08-31 22:00:00,0.657308196,0.499310273,1.065570654,0.657308196,0.499310273,1.065570654,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-08-31,2016-08-31 23:00:00,0.597663563,0.405927817,1.036447341,0.597663563,0.499310273,1.065570654,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-01,2016-09-01 00:00:00,0.518543132,0.499310273,1.094693968,0.518543132,0.499310273,1.036447341,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-01,2016-09-01 01:00:00,0.439422701,0.562200498,0.954216808,0.478374298,0.483111275,0.954216808,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-01,2016-09-01 02:00:00,0.478374298,0.483111275,0.841149825,0.478374298,0.483111275,0.870273139,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-01,2016-09-01 03:00:00,0.478374298,0.468818042,0.870273139,0.478374298,0.483111275,0.842862961,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-01,2016-09-01 04:00:00,0.478374298,0.452619045,0.78632947,0.478374298,0.483111275,0.841149825,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-01,2016-09-01 05:00:00,0.39803663,0.499310273,0.842862961,0.478374298,0.484064158,0.841149825,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-01,2016-09-01 06:00:00,0.576970528,0.484064158,0.841149825,0.576970528,0.484064158,0.78632947,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-01,2016-09-01 07:00:00,0.996917431,0.514556388,0.532785327,0.816766295,0.499310273,0.702385801,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-01,2016-09-01 08:00:00,0.977441632,0.46786516,0.532785327,0.816766295,0.514556388,0.702385801,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-01,2016-09-01 09:00:00,0.816766295,0.670829069,0.702385801,0.816766295,0.607938844,0.702385801,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-01,2016-09-01 10:00:00,0.716952829,0.670829069,0.813739648,0.718170066,0.623184959,0.702385801,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-01,2016-09-01 11:00:00,0.676783994,0.607938844,0.784616334,0.716952829,0.623184959,0.784616334,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-01,2016-09-01 12:00:00,0.718170066,0.623184959,0.503662013,0.716952829,0.623184959,0.813739648,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-01,2016-09-01 13:00:00,0.657308196,0.436420048,0.89597018,0.676783994,0.623184959,0.784616334,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-01,2016-09-01 14:00:00,0.837459331,0.686075184,0.868560003,0.657308196,0.623184959,0.868560003,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-01,2016-09-01 15:00:00,0.4588985,0.655582954,0.700672665,0.63661516,0.546001501,0.868560003,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-01,2016-09-01 16:00:00,0.63661516,0.374482705,0.870273139,0.63661516,0.546001501,0.868560003,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-01,2016-09-01 17:00:00,0.596446326,0.546001501,0.279241184,0.63661516,0.546001501,0.870273139,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-01,2016-09-01 18:00:00,0.657308196,0.483111275,1.176924501,0.657308196,0.546001501,1.065570654,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-01,2016-09-01 19:00:00,0.956748596,0.717520297,1.065570654,0.855717892,0.546001501,1.065570654,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-01,2016-09-01 20:00:00,0.897103964,0.639383956,1.120391009,0.855717892,0.514556388,1.092980832,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-01,2016-09-01 21:00:00,0.855717892,0.514556388,0.897683316,0.855717892,0.514556388,1.065570654,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-01,2016-09-01 22:00:00,0.816766295,0.483111275,1.092980832,0.816766295,0.514556388,0.952503672,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-01,2016-09-01 23:00:00,0.597663563,0.405927817,0.897683316,0.637832398,0.483111275,0.952503672,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-02,2016-09-02 00:00:00,0.558711967,0.562200498,0.952503672,0.597663563,0.405927817,0.954216808,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-02,2016-09-02 01:00:00,0.637832398,0.359236589,0.954216808,0.558711967,0.405927817,0.952503672,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-02,2016-09-02 02:00:00,0.318916199,0.405927817,1.039873613,0.438205464,0.405927817,0.952503672,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-02,2016-09-02 03:00:00,0.338391997,0.484064158,0.813739648,0.338391997,0.405927817,0.813739648,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-02,2016-09-02 04:00:00,0.438205464,0.343037592,0.419718345,0.338391997,0.421173932,0.700672665,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-02,2016-09-02 05:00:00,0.318916199,0.421173932,0.700672665,0.438205464,0.421173932,0.644139174,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-02,2016-09-02 06:00:00,0.517325895,0.46786516,0.50537515,0.438205464,0.343037592,0.644139174,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-02,2016-09-02 07:00:00,0.478374298,0.264901252,0.644139174,0.478374298,0.327791477,0.700672665,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2016-09-02,2016-09-02 08:00:00,0.378560831,0.327791477,0.925093494,0.517325895,0.327791477,0.813739648,-9999,-9999,-9999,-9999,-9999,-9999,-9999
