"date","date_time","FD20_flux","FD21_flux","FD20_flux_median","FD21_flux_median","soil_CO2_5cm","soil_CO2_15cm","soil_CO2_25cm","soil_temp_5cm","soil_temp_15cm","soil_temp_25cm","ATM_temp"
2017-10-13,2017-10-13 08:00:00,0.046721485,0.210599765,0.077233476,0.210599765,722.5,806,993,-0.403,0.033,0.051,-1.521
2017-10-13,2017-10-13 09:00:00,0.295584907,0.253236528,0.264119417,0.211891788,720.9,820,1008,-0.454,-0.07,0.017,-1.415
2017-10-13,2017-10-13 10:00:00,0.264119417,0.210599765,0.295584907,0.210599765,717.6,822,1010,-0.274,0.057,-0.152,-1.112
2017-10-13,2017-10-13 11:00:00,0.311794402,0.273908897,0.295584907,0.253236528,704.5,814,1006,-0.369,0.014,-0.038,-0.946
2017-10-13,2017-10-13 12:00:00,0.295584907,0.210599765,0.279375412,0.273908897,694.7,827,1003,-0.331,-0.035,0.07,-0.61
2017-10-13,2017-10-13 13:00:00,0.232653927,0.29587329,0.295584907,0.294581267,711,814,988,-0.236,0.095,-0.027,-0.271
2017-10-13,2017-10-13 14:00:00,0.279375412,0.337218029,0.279375412,0.29587329,671.7,823,1008,-0.167,0.164,-0.097,-0.271
2017-10-13,2017-10-13 15:00:00,0.295584907,0.294581267,0.232653927,0.337218029,648.9,822,1004,-0.117,-0.03,-0.134,-0.012
2017-10-13,2017-10-13 16:00:00,0.123954961,0.463836293,0.217397932,0.463836293,660.3,822,990,-0.096,0.026,-0.061,0.078
2017-10-13,2017-10-13 17:00:00,0.124908461,0.484508662,0.202141936,0.463836293,655.4,825,980,-0.09,-0.003,-0.125,-0.125
2017-10-13,2017-10-13 18:00:00,0.217397932,0.484508663,0.139210956,0.463836293,648.9,884,988,-0.026,0.079,-0.008,-0.462
2017-10-13,2017-10-13 19:00:00,0.202141936,0.273908897,0.155420451,0.273908897,622.8,1383,1071,0.011,0.046,-0.128,-0.879
2017-10-13,2017-10-13 20:00:00,0.139210956,0.188635373,0.202141936,0.253236528,644,2328,1220,-0.087,0.122,-0.105,-1.345
2017-10-13,2017-10-13 21:00:00,0.155420451,0.253236528,0.202141936,0.188635373,626.2,2738,1262,-0.14,0.052,-0.105,-1.152
2017-10-13,2017-10-13 22:00:00,0.341352893,0.147290633,0.155420451,0.188635373,639.3,-9999,1342,-0.106,0.016,-0.019,-1.049
2017-10-13,2017-10-13 23:00:00,0.357562388,0.126618264,0.155420451,0.253236528,624.6,-9999,1365,-0.195,0.101,0.067,-1.155
2017-10-14,2017-10-14 00:00:00,0.124908461,0.31654566,0.310840902,0.147290633,634.4,-9999,1345,-0.007,0.028,-0.024,-1.264
2017-10-14,2017-10-14 01:00:00,0.123954961,0.316545659,0.310840902,0.232564158,608.3,-9999,1341,-0.179,-0.057,0.013,-1.332
2017-10-14,2017-10-14 02:00:00,0.310840902,0.126618264,0.295584907,0.232564158,587.2,-9999,1370,-0.072,0.033,-0.019,-1.399
2017-10-14,2017-10-14 03:00:00,0.326096897,0.232564158,0.310840902,0.126618264,608.4,-9999,1357,-0.244,0.017,-0.018,-1.59
2017-10-14,2017-10-14 04:00:00,0.295584907,0.126618264,0.310840902,0.126618264,595.3,-9999,1354,-0.273,-0.133,-0.046,-1.915
2017-10-14,2017-10-14 05:00:00,0.310840902,0.126618264,0.295584907,0.232564158,593.7,-9999,1341,-0.237,0.077,-0.098,-2.44
2017-10-14,2017-10-14 06:00:00,0.233607427,0.294581267,0.233607427,0.167963003,598.6,-9999,1324,-0.376,0.008,-0.027,-2.738
2017-10-14,2017-10-14 07:00:00,0.046721485,0.29587329,0.093442971,0.294581267,588.8,-9999,1341,-0.368,0.068,0.068,-2.747
2017-10-14,2017-10-14 08:00:00,0.093442971,0.167963003,0.093442971,0.294581267,588.8,-9999,1346,-0.464,-0.028,-0.01,-2.791
2017-10-14,2017-10-14 09:00:00,0.015255995,0.337218029,0.093442971,0.189927396,600.2,-9999,1355,-0.454,0.034,-0.088,-3.027
2017-10-14,2017-10-14 10:00:00,0.217397932,0.147290633,0.093442971,0.189927396,618.1,-9999,1365,-0.654,-0.061,-0.026,-2.719
2017-10-14,2017-10-14 11:00:00,0.155420451,0.189927396,0.061977481,0.231272135,619.8,-9999,1378,-0.457,0.014,-0.003,-2.485
2017-10-14,2017-10-14 12:00:00,0.061977481,0.357890399,0.061977481,0.189927396,585.5,-9999,1373,-0.408,0.133,0.063,-2.402
2017-10-14,2017-10-14 13:00:00,-0.015255995,0.231272135,0.046721485,0.189927396,583.8,-9999,1371,-0.466,0.11,-0.047,-2.617
2017-10-14,2017-10-14 14:00:00,-0.03146549,0.147290633,0.046721485,0.147290633,582.3,-9999,1365,-0.215,0.064,-0.11,-2.769
2017-10-14,2017-10-14 15:00:00,0.046721485,0.126618264,-0.015255995,0.147290633,592,-9999,1347,-0.362,-0.013,-0.013,-2.601
2017-10-14,2017-10-14 16:00:00,0.046721485,0.083981502,0.046721485,0.126618264,600.2,-9999,1350,-0.435,-0.086,0.002,-3.13
2017-10-14,2017-10-14 17:00:00,-0.03051199,0.316545659,0.046721485,0.126618264,593.7,-9999,1336,-0.43,-0.081,-0.116,-3.319
2017-10-14,2017-10-14 18:00:00,0.108698966,0.083981502,0.03146549,0.105945894,579,-9999,1331,-0.491,-0.02,0.085,-3.696
2017-10-14,2017-10-14 19:00:00,-0.03051199,0.357890399,0.03146549,0.253236528,592,-9999,1302,-0.409,-0.025,-0.06,-4.405
2017-10-14,2017-10-14 20:00:00,0.03146549,0.105945894,0.045767986,0.253236528,595.3,-9999,1298,-0.582,0.046,-0.163,-4.475
2017-10-14,2017-10-14 21:00:00,0.077233476,0.253236528,0.045767986,0.253236528,605.1,-9999,1300,-0.725,-0.009,-0.131,-4.46
2017-10-14,2017-10-14 22:00:00,0.045767986,0.31654566,0.045767986,0.169255026,606.7,-9999,1305,-0.688,0.027,-0.165,-4.811
2017-10-14,2017-10-14 23:00:00,0.233607426,0.104653871,0.046721485,0.169255026,608.4,-9999,1316,-0.774,-0.007,0.028,-4.845
2017-10-15,2017-10-15 00:00:00,0.03146549,0.169255026,0.046721485,0.126618264,606.7,-9999,1315,-0.964,0.048,-0.039,-4.948
2017-10-15,2017-10-15 01:00:00,0.046721485,0.126618264,0.233607426,0.126618264,605.1,-9999,1313,-0.94,0.037,0.02,-5.047
2017-10-15,2017-10-15 02:00:00,0.248863422,0.104653871,0.248863422,0.169255026,598.6,2262,1160,-0.985,0.027,-0.043,-5.146
2017-10-15,2017-10-15 03:00:00,0.248863422,0.399235138,0.248863422,0.399235138,621.4,2261,1142,-1.035,-0.006,-0.215,-5.355
2017-10-15,2017-10-15 04:00:00,0.280328912,0.46254427,0.248863422,0.421199531,649.1,2254,1140,-1.09,-0.026,0.027,-5.446
2017-10-15,2017-10-15 05:00:00,0.232653927,0.46254427,0.280328912,0.46254427,660.6,2248,1137,-1.073,0.044,-0.008,-5.481
2017-10-15,2017-10-15 06:00:00,0.512982839,0.421199531,0.512982839,0.46254427,672,2233,1140,-0.976,0.054,-0.085,-5.471
2017-10-15,2017-10-15 07:00:00,0.591169814,0.463836293,0.512982839,0.46254427,707.8,2243,1142,-1.18,0.059,-0.028,-5.572
2017-10-15,2017-10-15 08:00:00,-9999,0.421199531,-9999,0.463836293,730.7,2215,1145,-1.093,0.094,-0.098,-5.378
2017-10-15,2017-10-15 09:00:00,0.840033236,-9999,0.544448329,-9999,735.6,2231,1137,-1.248,0.097,-0.008,-5.64
2017-10-15,2017-10-15 10:00:00,-9999,0.506473055,-9999,0.463836293,761.7,2217,1143,-1.128,0.042,-0.15,-5.625
2017-10-15,2017-10-15 11:00:00,-9999,0.463836293,-9999,0.443163923,766.6,2225,1147,-1.09,-0.06,-0.078,-5.358
2017-10-15,2017-10-15 12:00:00,0.466261353,0.443163923,0.591169814,0.443163923,779.6,2233,1155,-1.12,0.067,-0.002,-5.087
2017-10-15,2017-10-15 13:00:00,0.544448329,0.422491554,0.606425809,0.422491554,791,2261,1163,-0.974,-0.101,-0.136,-4.922
2017-10-15,2017-10-15 14:00:00,0.606425809,0.189927396,0.544448329,0.232564158,782.9,2254,1184,-1.011,-0.085,-0.016,-4.783
2017-10-15,2017-10-15 15:00:00,-9999,0.232564158,-9999,0.231272135,794.3,2236,1181,-0.944,-0.018,0.016,-4.681
2017-10-15,2017-10-15 16:00:00,0.73038077,0.231272135,0.544448329,0.189927396,784.5,2246,1178,-0.906,0.002,0.037,-5.066
2017-10-15,2017-10-15 17:00:00,-9999,0.189927396,-9999,0.231272135,779.6,2226,1173,-0.872,0.07,-0.035,-5.314
2017-10-15,2017-10-15 18:00:00,0.544448329,0.167963003,0.544448329,0.189927396,819,2189,1156,-1,0.047,0.047,-5.744
2017-10-15,2017-10-15 19:00:00,0.544448329,0.294581267,0.544448329,0.189927396,850,2146,1129,-1.204,-0.017,-0.017,-6.799
2017-10-15,2017-10-15 20:00:00,0.497726843,0.147290633,0.544448329,0.294581267,868,2093,1104,-1.386,-0.024,-0.163,-6.664
2017-10-15,2017-10-15 21:00:00,0.621681804,0.379854791,0.621681804,0.315253636,874,2151,1114,-1.486,-0.106,-0.088,-6.8
2017-10-15,2017-10-15 22:00:00,0.73133427,0.443163923,0.621681804,0.378562768,876,2150,1116,-1.499,-0.014,-0.136,-6.796
2017-10-15,2017-10-15 23:00:00,0.73038077,0.315253636,0.621681804,0.378562768,863,2174,1132,-1.445,-0.03,-0.187,-6.901
2017-10-16,2017-10-16 00:00:00,0.310840902,0.378562768,0.544448329,0.315253636,873,2150,1130,-1.567,-0.03,-0.117,-7.415
2017-10-16,2017-10-16 01:00:00,0.544448329,0.126618264,0.389027878,0.126618264,879,2112,1132,-1.657,0.055,0.02,-7.985
2017-10-16,2017-10-16 02:00:00,0.389027878,0.042636762,0.310840902,0.126618264,856,2117,1143,-1.727,-0.05,-0.05,-8.59
2017-10-16,2017-10-16 03:00:00,0.140164456,0.126618264,0.140164456,0.126618264,863,2037,1114,-2.079,0.001,-0.121,-11.72
2017-10-16,2017-10-16 04:00:00,0.140164456,0.253236528,0.140164456,0.126618264,853,1987,1077,-2.437,0.045,-0.146,-11.6
2017-10-16,2017-10-16 05:00:00,0.140164456,0.337218029,0.140164456,0.253236528,860,2016,1090,-2.634,-0.063,-0.046,-12.14
2017-10-16,2017-10-16 06:00:00,0.373771882,0.083981502,0.372818383,0.294581267,849,2050,1126,-2.716,-0.058,-0.023,-9.92
2017-10-16,2017-10-16 07:00:00,0.389027878,0.379854791,0.372818383,0.294581267,868,2107,1136,-2.583,-0.047,0.075,-8.66
2017-10-16,2017-10-16 08:00:00,0.372818383,0.294581267,0.372818383,0.105945894,858,2134,1144,-2.243,0.03,-0.058,-7.94
2017-10-16,2017-10-16 09:00:00,0.217397932,0.085273525,0.310840902,0.105945894,817,2111,1163,-2.168,-0.036,-0.141,-9.06
2017-10-16,2017-10-16 10:00:00,0.139210956,0.105945894,0.233607427,0.085273525,804,2077,1135,-2.314,0.011,-0.094,-9.35
2017-10-16,2017-10-16 11:00:00,0.310840902,0.063309132,0.217397932,0.085273525,791.3,2083,1142,-2.346,-0.091,-0.109,-8.81
2017-10-16,2017-10-16 12:00:00,0.233607427,0.062017109,0.139210956,0.104653871,783,2099,1152,-2.143,0.059,-0.168,-8.25
2017-10-16,2017-10-16 13:00:00,-0.015255995,0.273908897,-0.015255995,0.104653871,779.6,2080,1125,-2.045,-0.036,-0.018,-7.704
2017-10-16,2017-10-16 14:00:00,-0.093442971,0.104653871,-0.015255995,0.104653871,778,2066,1135,-1.89,0.032,0.032,-7.44
2017-10-16,2017-10-16 15:00:00,-0.061977481,0.29587329,-0.015255995,0.104653871,756.8,2107,1127,-1.477,0.025,0.042,-6.668
2017-10-16,2017-10-16 16:00:00,0.015255995,0.041344739,0.015255995,0.083981502,771.5,2096,1147,-1.535,-0.155,0.002,-6.62
2017-10-16,2017-10-16 17:00:00,0.123954961,0.021964393,0.123954961,0.041344739,787.8,2073,1135,-1.388,0.044,0.009,-6.241
2017-10-16,2017-10-16 18:00:00,0.372818383,0.083981502,0.372818383,0.041344739,771.5,2097,1153,-1.285,0.111,0.007,-6.262
2017-10-16,2017-10-16 19:00:00,0.481517349,-0.042636762,0.372818383,0.041344739,776.4,2091,1151,-1.338,0.007,-0.046,-5.873
2017-10-16,2017-10-16 20:00:00,0.373771882,0.169255026,0.372818383,0.083981502,782.9,2096,1129,-1.335,0.009,-0.026,-5.552
2017-10-16,2017-10-16 21:00:00,0.170676446,0.041344739,0.170676446,0.083981502,694.8,2060,1140,-1.333,0.029,-0.128,-5.108
2017-10-16,2017-10-16 22:00:00,0.155420451,0.083981502,0.155420451,0.083981502,631.2,2070,1138,-1.377,0.02,0.002,-4.959
2017-10-16,2017-10-16 23:00:00,0,0.210599765,0.093442971,0.042636762,634.5,2063,1116,-1.284,-0.079,-0.062,-4.777
2017-10-17,2017-10-17 00:00:00,0.015255995,0.042636762,0.093442971,0.083981502,691.5,2042,1117,-1.246,-0.076,-0.076,-4.738
2017-10-17,2017-10-17 01:00:00,0.093442971,0.042636762,0.093442971,0.083981502,758.4,2049,1125,-1.13,-0.03,-0.083,-4.111
2017-10-17,2017-10-17 02:00:00,0.202141936,0.083981502,0.202141936,0.083981502,795.9,2088,1166,-1.121,-0.021,-0.038,-4.014
2017-10-17,2017-10-17 03:00:00,0.653147294,0.147290633,0.202141936,0.083981502,807,2093,1161,-1.168,0.071,-0.034,-4.502
2017-10-17,2017-10-17 04:00:00,0.435749363,0.083981502,0.202141936,0.147290633,786.1,2109,1168,-1.106,-0.024,-0.007,-6.098
2017-10-17,2017-10-17 05:00:00,0.108698966,0.231272135,0.140164456,0.231272135,833,2060,1186,-1.078,0.056,-0.048,-5.416
2017-10-17,2017-10-17 06:00:00,0.140164456,0.379854791,0.140164456,0.379854791,858,2104,1192,-0.988,-0.08,-0.098,-5.237
2017-10-17,2017-10-17 07:00:00,0.03146549,0.400527161,0.108698966,0.379854791,866,2089,1173,-1.006,-0.063,-0.115,-6.032
2017-10-17,2017-10-17 08:00:00,0.311794402,0.443163923,0.140164456,0.379854791,874,2093,1174,-1.071,0.064,-0.076,-5.585
2017-10-17,2017-10-17 09:00:00,0.108698966,0.126618264,0.311794402,0.169255026,861,2084,1187,-1.111,-0.028,0.111,-6.279
2017-10-17,2017-10-17 10:00:00,0.669356789,0.169255026,0.342306392,0.169255026,850,2060,1173,-1.11,-0.098,0.059,-5.59
2017-10-17,2017-10-17 11:00:00,0.342306392,0.126618264,0.512982839,0.126618264,868,2063,1218,-1.128,0.007,-0.063,-5.06
2017-10-17,2017-10-17 12:00:00,0.512982839,0.400527161,0.6369378,0.126618264,851,2124,1279,-1.006,-0.028,-0.168,-4.849
2017-10-17,2017-10-17 13:00:00,0.73038077,0.105945894,0.512982839,0.126618264,845,2083,1334,-0.992,0.002,0.002,-4.977
2017-10-17,2017-10-17 14:00:00,-9999,0.105945894,-9999,0.105945894,830,2104,1406,-0.823,0.05,0.12,-2.45
2017-10-17,2017-10-17 15:00:00,0.6369378,0.315253636,0.512982839,0.105945894,824,2236,1422,-0.607,-0.084,0.125,-2.146
2017-10-17,2017-10-17 16:00:00,-9999,0.063309132,-9999,0.063309132,810,-9999,-9999,-0.522,-0.086,0.018,-3.359
2017-10-17,2017-10-17 17:00:00,0.108698966,0.021964393,0.327050397,0.063309132,776.1,2239,1392,-0.564,0.064,-0.076,-2.874
2017-10-17,2017-10-17 18:00:00,0.327050397,-0.041344739,0.264119417,0.063309132,761.7,2212,1326,-0.477,0.133,-0.059,-2.839
2017-10-17,2017-10-17 19:00:00,0.046721485,0.357890399,0.156373951,0.104653871,799.2,2176,1261,-0.622,-0.099,-0.134,-3.161
2017-10-17,2017-10-17 20:00:00,0.264119417,0.253236528,0.170676446,0.253236528,815,2158,1259,-0.598,0.117,0.03,-4.737
2017-10-17,2017-10-17 21:00:00,0.156373951,0.104653871,0.170676446,0.253236528,863,2091,1207,-0.673,-0.15,-0.097,-4.972
2017-10-17,2017-10-17 22:00:00,0.170676446,0.273908897,0.248863422,0.148582657,851,2096,1182,-0.703,0.047,-0.092,-4.104
2017-10-17,2017-10-17 23:00:00,0.295584907,0.125326241,0.170676446,0.125326241,855,2089,1243,-0.795,-0.01,-0.027,-5.113
2017-10-18,2017-10-18 00:00:00,0.248863422,0.148582657,0.170676446,0.148582657,850,2070,1284,-1.234,0.076,-0.046,-4.709
2017-10-18,2017-10-18 01:00:00,0.108698966,0.02067237,0.156373951,0.125326241,618.1,1998,1310,-1.64,0.089,0.107,-5.913
2017-10-18,2017-10-18 02:00:00,0.140164456,0.189927396,0.140164456,0.148582657,587.2,1970,1284,-2.042,-0.085,-0.068,-6.585
2017-10-18,2017-10-18 03:00:00,0.156373951,0.105945894,0.140164456,0.105945894,590.4,1967,1267,-2.483,0.017,-0.105,-7.846
2017-10-18,2017-10-18 04:00:00,0.077233476,0.253236528,0.140164456,0.147290633,616.5,1983,1244,-2.475,-0.097,-0.097,-7.66
2017-10-18,2017-10-18 05:00:00,0.202141936,-0.02067237,0.092489471,0.105945894,631.2,1957,1275,-2.411,-0.138,0.037,-8.15
2017-10-18,2017-10-18 06:00:00,0.092489471,0.147290633,0.077233476,0.147290633,641,1961,1261,-2.666,0.062,-0.06,-8.35
2017-10-18,2017-10-18 07:00:00,0.061977481,0,0.092489471,0.147290633,655.7,1948,1267,-2.754,-0.183,-0.026,-8.35
2017-10-18,2017-10-18 08:00:00,0.061977481,0.29587329,0.061977481,0.210599765,655.7,2010,1271,-2.574,-0.021,-0.021,-8.9
2017-10-18,2017-10-18 09:00:00,0.155420451,0.253236528,0.061977481,0.210599765,681.8,1980,1275,-2.827,-0.063,-0.011,-8.83
2017-10-18,2017-10-18 10:00:00,0.03146549,0.210599765,0.061977481,0.210599765,681.9,1959,1246,-2.723,-0.012,-0.082,-9.44
2017-10-18,2017-10-18 11:00:00,0.045767986,0.041344739,0.140164456,0.167963003,734.2,1981,1295,-2.662,-0.039,0.013,-9.4
2017-10-18,2017-10-18 12:00:00,0.140164456,0.083981502,0.046721485,0.083981502,771.7,2025,1333,-2.582,0.041,0.075,-9.24
2017-10-18,2017-10-18 13:00:00,0.155420451,0.167963003,0.108698966,0.083981502,782.9,2063,1352,-2.512,-0.082,-0.03,-7.68
2017-10-18,2017-10-18 14:00:00,0.046721485,-0.02067237,0.139210956,0.167963003,782.9,2084,1372,-2.4,0.082,0.047,-8.53
2017-10-18,2017-10-18 15:00:00,0.108698966,0.210599765,0.139210956,0.210599765,787.8,2029,1323,-2.465,0.053,0.087,-9.86
2017-10-18,2017-10-18 16:00:00,0.139210956,0.273908897,0.108698966,0.232564158,795.9,2060,1311,-2.541,0.011,0.046,-8.35
2017-10-18,2017-10-18 17:00:00,0.139210956,0.232564158,0.108698966,0.232564158,778,2042,1324,-2.569,0.002,-0.068,-10.16
2017-10-18,2017-10-18 18:00:00,0.108698966,0.294581267,0.108698966,0.232564158,771.5,2042,1310,-2.722,-0.081,0.058,-9.14
2017-10-18,2017-10-18 19:00:00,0.108698966,0.167963003,0.108698966,0.232564158,743.9,2039,1315,-3.035,-0.113,-0.061,-9.94
2017-10-18,2017-10-18 20:00:00,0.061977481,0.041344739,0.077233476,0.167963003,747.2,1995,1302,-3.177,0.025,-0.08,-9.74
2017-10-18,2017-10-18 21:00:00,0.077233476,0.253236528,0.077233476,0.041344739,719.5,2020,1286,-3.244,-0.007,-0.041,-9.85
2017-10-18,2017-10-18 22:00:00,0.046721485,0,0.077233476,0.041344739,708.1,1992,1302,-2.983,-0.132,0.008,-9.31
2017-10-18,2017-10-18 23:00:00,0.140164456,-0.02067237,0.140164456,0.063309132,711.4,1986,1295,-2.871,-0.003,-0.09,-8.36
2017-10-19,2017-10-19 00:00:00,0.295584907,0.085273525,0.140164456,0.063309132,699.8,1992,1300,-2.728,-0.157,0.035,-8.73
2017-10-19,2017-10-19 01:00:00,0.140164456,0.063309132,0.140164456,0.063309132,709.5,1944,1261,-2.687,-0.064,0.006,-8.35
2017-10-19,2017-10-19 02:00:00,0.109652466,0.253236528,0.109652466,0.063309132,689.9,1931,1244,-2.571,-0.001,-0.018,-7.42
2017-10-19,2017-10-19 03:00:00,0.046721485,-0.02067237,0.109652466,0.063309132,704.6,1869,1233,-2.343,-0.227,0,-7.757
2017-10-19,2017-10-19 04:00:00,0.093442971,0.063309132,0.109652466,0.042636762,724.2,1840,1212,-2.19,-0.057,-0.04,-7.815
2017-10-19,2017-10-19 05:00:00,0.124908461,0.042636762,0.124908461,0.042636762,738.8,1820,1210,-2.13,-0.033,-0.138,-7.524
2017-10-19,2017-10-19 06:00:00,0.186885941,-0.042636762,0.124908461,0.042636762,750.3,1806,1207,-1.827,0.007,-0.063,-7.891
2017-10-19,2017-10-19 07:00:00,0.170676446,0.042636762,0.124908461,0.042636762,761.7,1807,1204,-1.643,-0.019,-0.071,-8.26
2017-10-19,2017-10-19 08:00:00,0.077233476,0.126618264,0.108698966,0.126618264,787.8,1788,1187,-1.509,-0.024,0.011,-8.65
2017-10-19,2017-10-19 09:00:00,0.061977481,0.273908897,0.092489471,0.273908897,771.5,1824,1176,-1.502,-0.017,-0.07,-8.93
2017-10-19,2017-10-19 10:00:00,0.108698966,0.400527161,0.092489471,0.273908897,761.8,1845,1179,-1.401,-0.074,-0.109,-9.15
2017-10-19,2017-10-19 11:00:00,0.092489471,0.337218029,0.092489471,0.337218029,734,1853,1189,-1.539,-0.002,-0.037,-9.06
2017-10-19,2017-10-19 12:00:00,0.202141936,0.147290633,0.092489471,0.337218029,647.6,1843,1222,-1.62,-0.066,-0.013,-9.16
2017-10-19,2017-10-19 13:00:00,0.061977481,0.357890399,0.092489471,0.337218029,626.4,1873,1189,-1.657,-0.032,-0.067,-9.66
2017-10-19,2017-10-19 14:00:00,0.092489471,0.315253636,0.092489471,0.315253636,623.2,1883,1209,-1.709,-0.085,-0.102,-10.3
2017-10-19,2017-10-19 15:00:00,-0.03146549,0.484508663,0.061977481,0.315253636,631.3,1897,1217,-1.789,-0.042,0.08,-10.6
2017-10-19,2017-10-19 16:00:00,0.171629946,0.126618264,0,0.315253636,620,1902,1250,-2.136,-0.074,-0.161,-12.49
2017-10-19,2017-10-19 17:00:00,-0.061977481,0.210599765,0,0.210599765,644.5,1842,1186,-2.623,-0.088,-0.088,-12.87
2017-10-19,2017-10-19 18:00:00,0,0.443163923,0,0.210599765,646.3,1901,1190,-2.991,0.001,-0.069,-13.39
2017-10-19,2017-10-19 19:00:00,0,0.147290633,0,0.210599765,665.9,1859,1188,-3.533,-0.102,-0.102,-15.28
2017-10-19,2017-10-19 20:00:00,0.015255995,0.463836293,0.015255995,0.337218029,667.5,1872,1178,-3.91,-0.057,-0.04,-16.43
2017-10-19,2017-10-19 21:00:00,0.046721485,0.126618264,0.015255995,0.253236528,696.9,1879,1198,-4.214,-0.114,0.043,-16.94
2017-10-19,2017-10-19 22:00:00,0.218351431,0.337218029,0.046721485,0.253236528,714.9,1942,1195,-4.613,-0.056,-0.108,-17.19
2017-10-19,2017-10-19 23:00:00,0.015255995,0.253236528,0.046721485,0.253236528,757.3,1911,1222,-4.643,-0.086,-0.069,-18.55
2017-10-20,2017-10-20 00:00:00,0.218351431,0.253236528,0.015255995,0.337218029,773.6,1965,1203,-4.9,0.043,-0.131,-19.14
2017-10-20,2017-10-20 01:00:00,0,0.443163923,0.015255995,0.400527161,829,1954,1231,-5.343,-0.046,-0.116,-19.49
2017-10-20,2017-10-20 02:00:00,0,0.505181032,0.03146549,0.443163923,839,2000,1257,-5.505,-0.084,0.038,-18.16
2017-10-20,2017-10-20 03:00:00,0.218351431,0.400527161,0.03146549,0.443163923,851,2094,1311,-5.5,-0.009,-0.044,-16.38
2017-10-20,2017-10-20 04:00:00,0.03146549,0.443163923,0.046721485,0.400527161,858,2154,1407,-4.87,-0.014,-0.084,-14.37
2017-10-20,2017-10-20 05:00:00,0.046721485,0.253236528,0.078186975,0.253236528,860,2176,1444,-4.333,-0.11,-0.006,-12.49
2017-10-20,2017-10-20 06:00:00,0.078186975,0.167963003,0.078186975,0.253236528,868,2189,1457,-3.906,0.016,-0.036,-11.47
2017-10-20,2017-10-20 07:00:00,0.093442971,0.105945894,0.093442971,0.167963003,854,2177,1440,-3.89,-0.124,-0.002,-10.93
2017-10-20,2017-10-20 08:00:00,0.109652466,0.294581267,0.093442971,0.167963003,841,2246,1459,-3.619,-0.048,-0.066,-8.3
2017-10-20,2017-10-20 09:00:00,0.093442971,0.063309132,0.093442971,0.169255026,813,2225,1494,-2.931,-0.027,0.025,-6.544
2017-10-20,2017-10-20 10:00:00,0.140164456,0.169255026,0.093442971,0.169255026,755.1,2272,1487,-2.527,-0.114,0.026,-6.401
2017-10-20,2017-10-20 11:00:00,-9999,0.169255026,-9999,0.169255026,764.9,2262,1510,-2.283,-0.116,-0.011,-5.149
2017-10-20,2017-10-20 12:00:00,-0.294631407,0.273908897,-0.186885941,0.210599765,639.3,2215,1476,-2.11,-0.03,0.057,-4.939
2017-10-20,2017-10-20 13:00:00,-0.186885941,0.31654566,-0.186885941,0.253236528,631.2,2269,1484,-2.021,-0.046,-0.116,-5.379
2017-10-20,2017-10-20 14:00:00,-0.202141936,0.210599765,-0.186885941,0.273908897,689.9,2239,1496,-1.789,-0.024,0.098,-5.374
2017-10-20,2017-10-20 15:00:00,0.03146549,0.253236528,0.03146549,0.253236528,722.5,2272,1494,-1.704,-0.132,-0.097,-6.048
2017-10-20,2017-10-20 16:00:00,0.046721485,0.421199531,0.046721485,0.253236528,750.3,2275,1461,-1.687,0.059,-0.045,-5.695
2017-10-20,2017-10-20 17:00:00,0.233607427,0.251944505,0.06293098,0.31654566,766.6,2283,1512,-1.592,-0.02,0.032,-5.829
2017-10-20,2017-10-20 18:00:00,0.124908461,0.357890399,0.06293098,0.31654566,782.9,2292,1483,-1.69,-0.013,0.091,-6.087
2017-10-20,2017-10-20 19:00:00,0.06293098,0.31654566,0.06293098,0.31654566,792.7,2290,1473,-1.64,-0.155,0.072,-6.319
2017-10-20,2017-10-20 20:00:00,0.03146549,0.232564158,0.03146549,0.31654566,807,2259,1489,-1.707,-0.065,-0.012,-6.989
2017-10-20,2017-10-20 21:00:00,0.016209495,0.359182422,0.03146549,0.232564158,824,2282,1484,-1.696,-0.141,0.086,-7.244
2017-10-20,2017-10-20 22:00:00,-0.046721485,-9999,0.016209495,-9999,829,2287,1473,-1.631,-0.024,-0.077,-6.523
2017-10-20,2017-10-20 23:00:00,0.093442971,0,0.015255995,0,830,2311,1527,-1.619,-0.134,-0.082,-7.928
2017-10-21,2017-10-21 00:00:00,0.015255995,-0.063309132,0.015255995,0,825,2298,1496,-1.643,-0.001,-0.106,-8.79
2017-10-21,2017-10-21 01:00:00,-0.155420451,-0.063309132,0.015255995,0,845,2267,1484,-1.704,-0.044,-0.062,-11.37
2017-10-21,2017-10-21 02:00:00,0.077233476,0.147290633,-0.015255995,0.042636762,809,2246,1457,-1.955,-0.102,-0.033,-12.65
2017-10-21,2017-10-21 03:00:00,-0.015255995,0.105945894,-0.015255995,0.105945894,836,2216,1436,-2.212,-0.114,-0.096,-13.14
2017-10-21,2017-10-21 04:00:00,-0.03146549,0.042636762,0.077233476,0.105945894,827,2233,1443,-2.538,-0.108,-0.073,-14.72
2017-10-21,2017-10-21 05:00:00,0.078186975,0.210599765,0.078186975,0.105945894,808,2234,1431,-2.685,-0.184,0.026,-15.25
2017-10-21,2017-10-21 06:00:00,0.186885941,0.083981502,0.124908461,0.083981502,776.9,2246,1449,-2.867,-0.173,-0.138,-16.13
2017-10-21,2017-10-21 07:00:00,0.124908461,0.31654566,0.124908461,0.083981502,778.5,2226,1423,-3.028,-0.228,0.068,-16.7
