"Year","Sample","Temp_range","Temp_flag","moisture","moisture_units","moisture_flag","Q10","Q10_flag","Species","Latitude","Longitude","Manipulation","Ecosystem_type","Biome","Source","Incubation","notes","notes_data_location","StudyName","DOI","Horizon","Depth_cm","Vegetation","Meas_method","MAT_C","MAP_mm"
,"organic manure","1_5","mean soil temp","79.5","percent WFPS","range 77-82",0.7,,"N2O",,,,"farm",,"Ellis1998","field",,,"Ellis1998","https://doi.org/10.1023/A:1004332209345",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"12.4","avg. soil temp",,,,1.55,,"CO2","30_46'N","90_59'E","control",,,"Qu2020","field",,,"Qu2020","https://doi.org/10.1016/j.scitotenv.2020.144277",,,,,,
,,"12.4","avg. soil temp",,,,1.68,,"CH4","30_46'N","90_59'E","control",,,"Qu2020","field",,,"Qu2020","https://doi.org/10.1016/j.scitotenv.2020.144277",,,,,,
,,"12.4","avg. soil temp",,,,1.66,,"N2O","30_46'N","90_59'E","control",,,"Qu2020","field",,,"Qu2020","https://doi.org/10.1016/j.scitotenv.2020.144277",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,"CM",,,,,,2.13,,"CO2","30_14'N","119_42'E","control",,,"Zhang2021","field",,,"Zhang2021","https://doi.org/10.1186/s40663-021-00285-0",,,,,,
,"IM",,,,,,2.37,,"CO2","30_14'N","119_42'E","control",,,"Zhang2021","field",,,"Zhang2021","https://doi.org/10.1186/s40663-021-00285-0",,,,,,
,,,,,,,2.1,,"CO2",,,,,,"Zhang2021","field","synthesis, 90 studies",,"Song2014","https://doi.org/10.1016/j.atmosenv.2014.05.071",,,,,,
,,,,,,,2.08,,"CO2",,,,,,"Zhang2021",,"couldnt access",,"Wang2011","https://doi.org/10.13287/j.1001-9332.2011.0166",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,3.94,,"CO2","31_41'N","103_53'E","control",,,"Li2019","field",,,"Li2019","https://doi.org/10.3390/f10090808",,,,,,
,,,,,,,4.37,,"CO2","31_41'N","103_53'E","nitrogen",,,"Li2019","field",,,"Li2019","https://doi.org/10.3390/f10090808",,,,,,
,,,,,,,3.89,,"CO2","31_41'N","103_53'E","warming",,,"Li2019","field",,,"Li2019","https://doi.org/10.3390/f10090808",,,,,,
,,,,,,,5.54,,"CO2","31_41'N","103_53'E","warming, nitrogen",,,"Li2019","field",,,"Li2019","https://doi.org/10.3390/f10090808",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"5_30",,,,,3.1,,"N2O",,,,,,"Akiyama2002","field",,,"Akiyama2002","https://doi.org/10.1023/A:1021102925159",,,,,,
,,"5_30",,,,,8.7,,"NO",,,,,,"Akiyama2002","field",,,"Akiyama2002","https://doi.org/10.1023/A:1021102925159",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"2_16",,,,,8.3,,"N2O",,,,,,"Akiyama2002","field",,,"Dobbie1999","https://doi.org/10.1029/1999JD900378",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,4.4,,"N2O",,,"high-N",,,"Yang2007","lab",,,"Yang2007","https://doi.org/10.1007/s11703-007-0006-y",,,,,,
,,,,,,,4.2,,"N2O",,,"low-N",,,"Yang2007","lab",,,"Yang2007","https://doi.org/10.1007/s11703-007-0006-y",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"15_25",,,,,3.48,,"N2O",,,,,,"Smith2011","field",,,"Smith2011","https://doi.org/10.2136/sssaj2009.0354",,,,,,
,,"15_25",,,,,2.12,,"CO2",,,,,,"Smith2011","field",,,"Smith2011","https://doi.org/10.2136/sssaj2009.0354",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"10_20",,,,,2.9,,"CO2","42_32'N","72_11'W",,"forest",,"Smith2011","field",,,"Borken2003","https://doi.org/10.2136/sssaj2003.1888",,,,,,
,,"5_15",,,,,1.8,,"CO2","42_24'N","96_30'W",,"agriculture",,"Smith2011","field",,,"Ginting2003","https://doi.org/10.2134/jeq2003.2300",,,,,,
,,"5_15",,,,,2.3,,"CO2","41_14'N","103_00'W",,"agriculture",,"Ginting2003","field",,,"Kessavalou1998","https://doi.org/10.2134/jeq1998.00472425002700050015x",,,,,,
,,"5_15",,,,,3,,"CO2","45_22'N","75_43'W",,"agriculture",,"Ginting2003","field",,,"Lessard1994","https://doi.org/10.4141/cjss94-021",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,3.9,,"CO2","51_31'N","9_34'E","control",,,"Smith2011","field",,,"Borken1999","https://doi.org/10.2136/sssaj1999.6361848x",,,,,,
,,,,,,,5.7,,"CO2","51_31'N","9_34'E","ambient",,,"Smith2011","field",,,"Borken1999","https://doi.org/10.2136/sssaj1999.6361848x",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,3.72,,"N2O","42.02","-93.77",,"agriculture",,"Smith2011","field",,,"Parkin2006","https://doi.org/10.2134/jeq2005.0183",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"7_8","mean soil temp at 10cm",,,,3.4,,"CO2","42_32'N","72_11'W",,"forest",,"Borken2003","field",,,"Davidson1998","https://doi.org/10.1046/j.1365-2486.1998.00128.x",,,,,,
,,"7_8","mean soil temp at 10cm",,,,3.5,,"CO2","42_32'N","72_11'W",,"forest",,"Borken2003","field",,,"Davidson1998","https://doi.org/10.1046/j.1365-2486.1998.00128.x",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"5_10",,"60","percent WFPS",,0.9,,"N2O","38_32'N","121_44'W",,,,"Kurganova2010","lab",,,"Kurganova2010","https://doi.org/10.1134/S1064229310080090",,,,,,
,,"10_15",,"60","percent WFPS",,1.7,,"N2O","38_32'N","121_44'W",,,,"Kurganova2010","lab",,,"Kurganova2010","https://doi.org/10.1134/S1064229310080090",,,,,,
,,"15_20",,"60","percent WFPS",,2.9,,"N2O","38_32'N","121_44'W",,,,"Kurganova2010","lab",,,"Kurganova2010","https://doi.org/10.1134/S1064229310080090",,,,,,
,,"20_25",,"60","percent WFPS",,0.7,,"N2O","38_32'N","121_44'W",,,,"Kurganova2010","lab",,,"Kurganova2010","https://doi.org/10.1134/S1064229310080090",,,,,,
,,"5_15",,"60","percent WFPS",,1.2,,"N2O","38_32'N","121_44'W",,,,"Kurganova2010","lab",,,"Kurganova2010","https://doi.org/10.1134/S1064229310080090",,,,,,
,,"10_20",,"60","percent WFPS",,2.2,,"N2O","38_32'N","121_44'W",,,,"Kurganova2010","lab",,,"Kurganova2010","https://doi.org/10.1134/S1064229310080090",,,,,,
,,"15_25",,"60","percent WFPS",,1.4,,"N2O","38_32'N","121_44'W",,,,"Kurganova2010","lab",,,"Kurganova2010","https://doi.org/10.1134/S1064229310080090",,,,,,
,,"5_10",,"75","percent WFPS",,1.5,,"N2O","38_32'N","121_44'W",,,,"Kurganova2010","lab",,,"Kurganova2010","https://doi.org/10.1134/S1064229310080090",,,,,,
,,"10_15",,"75","percent WFPS",,5,,"N2O","38_32'N","121_44'W",,,,"Kurganova2010","lab",,,"Kurganova2010","https://doi.org/10.1134/S1064229310080090",,,,,,
,,"15_20",,"75","percent WFPS",,3.5,,"N2O","38_32'N","121_44'W",,,,"Kurganova2010","lab",,,"Kurganova2010","https://doi.org/10.1134/S1064229310080090",,,,,,
,,"20_25",,"75","percent WFPS",,3.3,,"N2O","38_32'N","121_44'W",,,,"Kurganova2010","lab",,,"Kurganova2010","https://doi.org/10.1134/S1064229310080090",,,,,,
,,"5_15",,"75","percent WFPS",,2.8,,"N2O","38_32'N","121_44'W",,,,"Kurganova2010","lab",,,"Kurganova2010","https://doi.org/10.1134/S1064229310080090",,,,,,
,,"10_20",,"75","percent WFPS",,4.2,,"N2O","38_32'N","121_44'W",,,,"Kurganova2010","lab",,,"Kurganova2010","https://doi.org/10.1134/S1064229310080090",,,,,,
,,"15_25",,"75","percent WFPS",,3.4,,"N2O","38_32'N","121_44'W",,,,"Kurganova2010","lab",,,"Kurganova2010","https://doi.org/10.1134/S1064229310080090",,,,,,
,,"5_10",,"90","percent WFPS",,0.6,,"N2O","38_32'N","121_44'W",,,,"Kurganova2010","lab",,,"Kurganova2010","https://doi.org/10.1134/S1064229310080090",,,,,,
,,"10_15",,"90","percent WFPS",,49,,"N2O","38_32'N","121_44'W",,,,"Kurganova2010","lab",,,"Kurganova2010","https://doi.org/10.1134/S1064229310080090",,,,,,
,,"15_20",,"90","percent WFPS",,8.2,,"N2O","38_32'N","121_44'W",,,,"Kurganova2010","lab",,,"Kurganova2010","https://doi.org/10.1134/S1064229310080090",,,,,,
,,"20_25",,"90","percent WFPS",,129,,"N2O","38_32'N","121_44'W",,,,"Kurganova2010","lab",,,"Kurganova2010","https://doi.org/10.1134/S1064229310080090",,,,,,
,,"5_15",,"90","percent WFPS",,5.4,,"N2O","38_32'N","121_44'W",,,,"Kurganova2010","lab",,,"Kurganova2010","https://doi.org/10.1134/S1064229310080090",,,,,,
,,"10_20",,"90","percent WFPS",,20,,"N2O","38_32'N","121_44'W",,,,"Kurganova2010","lab",,,"Kurganova2010","https://doi.org/10.1134/S1064229310080090",,,,,,
,,"15_25",,"90","percent WFPS",,33,,"N2O","38_32'N","121_44'W",,,,"Kurganova2010","lab",,,"Kurganova2010","https://doi.org/10.1134/S1064229310080090",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"5_12",,"63","percent WFPS",,50,,"N2O",,,,"arable",,"Kurganova2010","lab",,,"Dobbie2001","https://doi.org/10.1046/j.1365-2389.2001.00395.x",,,,,,
,,"12_18",,"63","percent WFPS",,8.9,,"N2O",,,,"arable",,"Kurganova2010","lab",,,"Dobbie2001","https://doi.org/10.1046/j.1365-2389.2001.00395.x",,,,,,
,,"5_12",,"88","percent WFPS",,3.7,,"N2O",,,,"meadow",,"Kurganova2010","lab",,,"Dobbie2001","https://doi.org/10.1046/j.1365-2389.2001.00395.x",,,,,,
,,"12_18",,"88","percent WFPS",,2.3,,"N2O",,,,"meadow",,"Kurganova2010","lab",,,"Dobbie2001","https://doi.org/10.1046/j.1365-2389.2001.00395.x",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"2_12",,,,,2.71,,"DN",,,,,,"Abdalla2009","lab",,,"Ambus1993","https://doi.org/10.1111/j.1574-6968.1993.tb05814.x",,,,,,
,,"12_22",,,,,2.53,,"DN",,,,,,"Abdalla2009","lab",,,"Ambus1993","https://doi.org/10.1111/j.1574-6968.1993.tb05814.x",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"10_25",,"40","percent",,5.8,,"DN","52_86'N","6_54'W",,"grassland pasture",,"Abdalla2009","lab",,,"Abdalla2009","https://doi.org/10.1111/j.1475-2743.2009.00237.x",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"15_35",,,,,2,,"DN",,,,,,"Abdalla2009","lab",,,"Scholefield1997","https://doi.org/10.1016/S0038-0717(97)00059-X",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"10_20",,"43","percent WFPS",,2.4,,"CO2",,,"control",,,"Abdalla2009","lab",,,"Maag1999","https://doi.org/10.2136/sssaj1999.634858x",,,,,,
,,"10_20",,"57","percent WFPS",,2.5,,"CO2",,,"control",,,"Abdalla2009","lab",,,"Maag1999","https://doi.org/10.2136/sssaj1999.634858x",,,,,,
,,"10_20",,"72","percent WFPS",,2.1,,"CO2",,,"control",,,"Abdalla2009","lab",,,"Maag1999","https://doi.org/10.2136/sssaj1999.634858x",,,,,,
,,"10_20",,"72","percent WFPS",,5.4,,"N2O",,,"control",,,"Abdalla2009","lab",,,"Maag1999","https://doi.org/10.2136/sssaj1999.634858x",,,,,,
,,"10_20",,"72","percent WFPS",,3.8,,"DN",,,"control",,,"Abdalla2009","lab",,,"Maag1999","https://doi.org/10.2136/sssaj1999.634858x",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"-10_5",,"55.6","percent WFPS","avg. across depths",4.8,,"CO2","46_46'N","100_55'W",,"grassland",,"Phillips2012","lab",,,"Phillips2012","https://doi.org/10.1016/j.soilbio.2011.09.012",,,,,,
,,"-10_5",,"55.6","percent WFPS","avg. across depths",13.7,,"N2O","46_46'N","100_55'W",,"grassland",,"Phillips2012","lab",,,"Phillips2012","https://doi.org/10.1016/j.soilbio.2011.09.012",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"25_30",,"60","percent WHC",,1.05,,"CO2","16_29'53""N","107_34'47""E","control","agriculture",,"Hoang2018","lab",,,"Hoang2018","https://doi.org/10.3107/jesss.8.22",,,,,,
,,"25_35",,"60","percent WHC",,1.95,,"CO2","16_29'53""N","107_34'47""E","control","agriculture",,"Hoang2018","lab",,,"Hoang2018","https://doi.org/10.3107/jesss.8.22",,,,,,
,,"25_30",,"60","percent WHC",,0.5,,"N2O","16_29'53""N","107_34'47""E","control","agriculture",,"Hoang2018","lab",,,"Hoang2018","https://doi.org/10.3107/jesss.8.22",,,,,,
,,"25_35",,"60","percent WHC",,3.89,,"N2O","16_29'53""N","107_34'47""E","control","agriculture",,"Hoang2018","lab",,,"Hoang2018","https://doi.org/10.3107/jesss.8.22",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1.02,,"N2O","44.87N","87.82E",,"desert",,"Zhou2019","field",,,"Zhou2019","https://doi.org/10.1016/j.catena.2018.09.048",,,,,,
,,,,,,,1.01,,"CH4","44.87N","87.82E",,"desert",,"Zhou2019","field",,,"Zhou2019","https://doi.org/10.1016/j.catena.2018.09.048",,,,,,
,,,,,,,1.04,,"CO2","44.87N","87.82E",,"desert",,"Zhou2019","field",,,"Zhou2019","https://doi.org/10.1016/j.catena.2018.09.048",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,"footslope","16.5_36.5",,,,,1.55,,"NO","25_01.184'S","31_29.813'E",,"savanna",,"Feig2008","lab",,,"Feig2008","https://doi.org/10.5194/bg-5-1723-2008",,,,,,
,"downslope","16.5_36.5",,,,,2.11,,"NO","25_01.184'S","31_29.813'E",,"savanna",,"Feig2008","lab",,,"Feig2008","https://doi.org/10.5194/bg-5-1723-2008",,,,,,
,"upslope","16.5_36.5",,,,,2.17,,"NO","25_01.184'S","31_29.813'E",,"savanna",,"Feig2008","lab",,,"Feig2008","https://doi.org/10.5194/bg-5-1723-2008",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,"LFS",,,,,,2.49,,"CO2","53_05'87""N","6_04'07""W",,"grassland",,"Gebremichael2017","field",,,"Gebremichael2017","https://doi.org/10.5194/bg-14-2611-2017",,,,,,
,"SFS",,,,,,2.08,,"CO2","53_05'87""N","6_04'07""W",,"grassland",,"Gebremichael2017","field",,,"Gebremichael2017","https://doi.org/10.5194/bg-14-2611-2017",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,"LF",,,,,,5.47,,"CO2","53_17'N","122_06'E",,,,"Wu2019","field",,,"Wu2019","https://doi.org/10.3390/ijerph16162999",,,,,,
,"PF",,,,,,3.67,,"CO2","53_17'N","122_06'E",,,,"Wu2019","field",,,"Wu2019","https://doi.org/10.3390/ijerph16162999",,,,,,
,"BF",,,,,,4.06,,"CO2","53_17'N","122_06'E",,,,"Wu2019","field",,,"Wu2019","https://doi.org/10.3390/ijerph16162999",,,,,,
,"LF",,,,,,2.23,,"N2O","53_17'N","122_06'E",,,,"Wu2019","field",,,"Wu2019","https://doi.org/10.3390/ijerph16162999",,,,,,
,"PF",,,,,,1.82,,"N2O","53_17'N","122_06'E",,,,"Wu2019","field",,,"Wu2019","https://doi.org/10.3390/ijerph16162999",,,,,,
,"BF",,,,,,1.49,,"N2O","53_17'N","122_06'E",,,,"Wu2019","field",,,"Wu2019","https://doi.org/10.3390/ijerph16162999",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,"A-dry",,,,,,4.17,,"CO2",,,,,,"Kim2003","field",,,"Kim2003","https://doi.org/10.1029/2001JD000663",,,,,,
,"B-dry",,,,,,2.52,,"CO2",,,,,,"Kim2003","field",,,"Kim2003","https://doi.org/10.1029/2001JD000663",,,,,,
,"A-wet",,,,,,4.62,,"CO2",,,,,,"Kim2003","field",,,"Kim2003","https://doi.org/10.1029/2001JD000663",,,,,,
,"BS-dry",,,,,,3.49,,"CO2",,,,,,"Kim2003","field",,,"Kim2003","https://doi.org/10.1029/2001JD000663",,,,,,
,"BS-dry",,,,,,3.03,,"CO2",,,,,,"Kim2003","field",,,"Kim2003","https://doi.org/10.1029/2001JD000663",,,,,,
,"BS-wet",,,,,,1,,"CO2",,,,,,"Kim2003","field",,,"Kim2003","https://doi.org/10.1029/2001JD000663",,,,,,
,"BS-wet",,,,,,1.18,,"CO2",,,,,,"Kim2003","field",,,"Kim2003","https://doi.org/10.1029/2001JD000663",,,,,,
,"BS-dry",,,,,,2.52,,"CO2",,,,,,"Kim2003","field",,,"Kim2003","https://doi.org/10.1029/2001JD000663",,,,,,
,"BS-dry",,,,,,2.43,,"CO2",,,,,,"Kim2003","field",,,"Kim2003","https://doi.org/10.1029/2001JD000663",,,,,,
,"BS-dry",,,,,,2.36,,"CO2",,,,,,"Kim2003","field",,,"Kim2003","https://doi.org/10.1029/2001JD000663",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1.5,,"CH4",,,,,,"Kim2003","field","not sure if link is correct?",,"Born1990","https://doi.org/10.1034/j.1600-0889.1990.00002.x",,,,,,
,,,,,,,2,,"CH4",,,,,,"Kim2003","field","dont have access",,"Crill1991","https://doi.org/10.1029/91GB02466",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"0_10",,,,,4.9,,"DN","53_25'N","113_33'W",,"agriculture",,"Lemke1998","field",,,"Lemke1998","https://doi.org/10.2136/sssaj1998.03615995006200050025x",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,"unfelled - A (Year 1)","0.1_26","2cm soil depth","0.36","m3m-3",,3.77,,"CO2","55_13.1'N","2_1'W",,"forest",,"Yamulki2021","field",,,"Yamulki2021","https://doi.org/10.5194/bg-18-4227-2021",,,,,,
,"unfelled - A (Year 2)","0.1_26","2cm soil depth","0.36","m3m-3",,4.44,,"CO2","55_13.1'N","2_1'W",,"forest",,"Yamulki2021","field",,,"Yamulki2021","https://doi.org/10.5194/bg-18-4227-2021",,,,,,
,"unfelled - A (Year 3)","0.1_26","2cm soil depth","0.36","m3m-3",,3.3,,"CO2","55_13.1'N","2_1'W",,"forest",,"Yamulki2021","field",,,"Yamulki2021","https://doi.org/10.5194/bg-18-4227-2021",,,,,,
,"unfelled - A (Year 4)","0.1_26","2cm soil depth","0.36","m3m-3",,4.94,,"CO2","55_13.1'N","2_1'W",,"forest",,"Yamulki2021","field",,,"Yamulki2021","https://doi.org/10.5194/bg-18-4227-2021",,,,,,
,"felled - B (Year 1)","14.3","mean at 2cm soil depth","0.39","m3m-3",,3.16,,"CO2","55_13.1'N","2_1'W",,"forest",,"Yamulki2021","field",,,"Yamulki2021","https://doi.org/10.5194/bg-18-4227-2021",,,,,,
,"felled - B (Year 2)","14.3","mean at 2cm soil depth","0.39","m3m-3",,2.57,,"CO2","55_13.1'N","2_1'W",,"forest",,"Yamulki2021","field",,,"Yamulki2021","https://doi.org/10.5194/bg-18-4227-2021",,,,,,
,"felled - B (Year 3)","14.3","mean at 2cm soil depth","0.39","m3m-3",,2.06,,"CO2","55_13.1'N","2_1'W",,"forest",,"Yamulki2021","field",,,"Yamulki2021","https://doi.org/10.5194/bg-18-4227-2021",,,,,,
,"felled - B (Year 4)","14.3","mean at 2cm soil depth","0.39","m3m-3",,3.46,,"CO2","55_13.1'N","2_1'W",,"forest",,"Yamulki2021","field",,,"Yamulki2021","https://doi.org/10.5194/bg-18-4227-2021",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"7.2_17.1",,,,,5.92,,"CO2","62_19'N","129_30'E",,"forest",,"Yamulki2021","field",,,"Takakai2008","https://doi.org/10.1111/j.1747-0765.2008.00309.x",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"4_25",,,,,1.77,,"N2O",,,,,,"Myrstener2016","lab","lake sediment",,"Myrstener2016","https://doi.org/10.1016/j.jes.2016.03.003",,,,,,
,,"4_25",,,,,1.69,,"DN",,,,,,"Myrstener2016","lab","lake sediment",,"Myrstener2016","https://doi.org/10.1016/j.jes.2016.03.003",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"17_27",,,,,1.9,,"N2O",,,,,,"Hosono2006",,"greenhouse",,"Hosono2006","https://doi.org/10.1007/s10705-006-9016-z",,,,,,
,,"8_18",,,,,2.9,,"N2O",,,,,,"Hosono2006",,"greenhouse",,"Hosono2006","https://doi.org/10.1007/s10705-006-9016-z",,,,,,
