Year,Sample,Temp_range,moisture,moisture_units,Q10,Species,Latitude,Longitude,Manipulation,Ecosystem_type,Biome,Source,Incubation,notes,StudyName,DOI
1992,spruce,,,,11.7,CO2,,,,,,Gulledge2000,,,Gulledge2000,https://doi.org/10.1007/s100210000025
1993,spruce,,,,1.65,CO2,,,,,,Gulledge2000,,,Gulledge2000,https://doi.org/10.1007/s100210000025
1992,birch,,,,2.9,CO2,,,,,,Gulledge2000,,,Gulledge2000,https://doi.org/10.1007/s100210000025
1994,birch,,,,2,CO2,,,,,,Gulledge2000,,,Gulledge2000,https://doi.org/10.1007/s100210000025
1993,birch,,,,1.4,CO2,,,,,,Gulledge2000,,,Gulledge2000,https://doi.org/10.1007/s100210000025
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,2.4,CH4,,,,,,Cao1996,,,Kelly1981,https://doi.org/10.4319/lo.1981.26.5.0891
,,,,,,,,,,,,,,,,
,,,,,3.62,CH4,,,,,,Xu-Ri2015,,,Xu-Ri2015,https://doi.org/10.1002/2015JG002974
,,,,,,,,,,,,,,,,
,topsoil,,,,34,CH4,,,control,,,Song2021,,,Song2021,https://doi.org/10.1002/ep.13693
,topsoil,,,,17,CH4,,,waterlogged,,,Song2021,,,Song2021,https://doi.org/10.1002/ep.13693
,subsoil,,,,83,CH4,,,control,,,Song2021,,,Song2021,https://doi.org/10.1002/ep.13693
,subsoil,,,,32,CH4,,,waterlogged,,,Song2021,,,Song2021,https://doi.org/10.1002/ep.13693
,topsoil,,,,3.36,CO2,,,control,,,Song2021,,,Song2021,https://doi.org/10.1002/ep.13693
,topsoil,,,,1.7,CO2,,,waterlogged,,,Song2021,,,Song2021,https://doi.org/10.1002/ep.13693
,subsoil,,,,2.74,CO2,,,control,,,Song2021,,,Song2021,https://doi.org/10.1002/ep.13693
,subsoil,,,,1.7,CO2,,,waterlogged,,,Song2021,,,Song2021,https://doi.org/10.1002/ep.13693
,,,,,,,,,,,,,,,,
,,,,,1.9,CO2,,,,,,Song2021,,,Dutta2006,https://doi.org/10.1111/j.1365-2486.2006.01259.x
,,,,,,,,,,,,,,,,
,,,,,4.1,CH4,,,,,,Zheng2018,,,Zheng2018,https://doi.org/10.5194/bg-15-6621-2018
,,,,,,,,,,,,,,,,
,CDM,,,,7.27,CH4,,,,,,Wang2009,,,Wang2009,https://doi.org/10.1029/2008JG000857
,,,,,,,,,,,,,,,,
,,10_20,,,2.8,CH4,,,,,,Fey2000,,,Fey2000,https://doi.org/10.1128/AEM.66.11.4790-4797.2000
,,27_37,,,1.8,CH4,,,,,,Fey2000,,,Fey2000,https://doi.org/10.1128/AEM.66.11.4790-4797.2000
,,,,,,,,,,,,,,,,
,,,,,4.6,CH4,,,,,,Sasai2017,,,Fumoto2008,https://doi.org/10.1111/j.1365-2486.2009.02050.x
,,,,,,,,,,,,,,,,
,,5_17,,,4.9,CH4,,,,,,Kankaala2004,,,Kankaala2004,https://doi.org/10.1023/B:BIOG.0000015277.17288.7a
,,,,,,,,,,,,,,,,
,,,,,3,CH4,,,,,,Khalil1991,,,Khalil1991,https://doi.org/10.1021/es00017a023
